,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Sarandi del Yi,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Durazno,Paso Baltasar,Paso de Coelho,Tacuarembo,Paso Manuel Diaz,Paso de los Mellizos,Bequelo,Paso de la Compania
1991-07-01,44.815,539.922,103.452,16.505,5.949,435.547,14.962,505.623,146.541,110.561,333.14,,173.544,,4.823,
1991-07-02,24.704,555.179,121.648,12.955,4.779,384.064,8.19,454.751,156.538,75.638,233.281,,154.479,,4.486,
1991-07-03,16.47,570.268,115.709,12.16,4.194,353.109,5.268,391.736,164.006,47.66,156.829,,134.522,,4.095,
1991-07-04,10.829,555.602,89.333,9.447,3.809,333.581,4.651,352.013,132.579,27.015,97.516,,109.573,,3.62,
1991-07-05,6.583,534.426,66.728,7.875,3.565,314.905,4.101,322.208,86.944,13.085,72.879,,81.952,,3.468,
1991-07-06,4.759,487.627,46.063,6.286,3.401,290.735,3.851,298.815,59.383,9.27,71.968,,53.112,,3.455,
1991-07-07,3.779,429.227,34.301,4.992,3.386,266.706,3.72,271.65,44.656,7.529,62.51,,33.147,,3.455,
1991-07-08,2.9,378.314,22.935,11.484,3.286,239.012,3.481,216.621,39.129,7.476,43.054,,22.861,,3.455,
1991-07-09,2.651,359.215,18.743,25.917,3.226,210.869,3.516,137.183,35.875,8.076,15.089,,19.096,,3.455,
1991-07-10,3.194,337.608,16.382,51.213,3.498,170.218,4.822,85.85,35.211,9.221,12.45,,18.647,,3.455,
1991-07-11,4.481,304.819,15.291,85.339,3.887,126.103,8.665,70.366,55.033,10.614,12.264,,18.057,,3.455,
1991-07-12,4.986,260.765,13.875,113.332,3.78,92.937,13.638,59.488,82.104,11.824,11.29,,16.981,,3.455,
1991-07-13,4.92,207.279,13.227,,3.406,70.974,14.544,49.49,78.12,8.369,16.917,,15.426,,3.449,
1991-07-14,4.431,157.008,12.384,,3.21,59.015,10.341,44.362,63.062,6.037,27.099,,14.196,,3.328,
1991-07-15,3.451,116.284,12.297,,2.927,52.08,6.183,40.704,79.317,4.602,18.292,,13.306,,3.133,
1991-07-16,2.625,88.985,12.073,,2.72,47.022,5.451,38.056,74.004,4.034,13.937,,12.306,,2.766,
1991-07-17,2.759,75.224,25.616,,4.019,44.368,5.318,39.469,76.669,4.38,12.136,,11.83,,3.021,
1991-07-18,73.947,133.284,77.77,,44.741,64.619,8.639,176.675,242.779,40.565,33.993,,32.942,,11.099,
1991-07-19,105.632,205.249,110.115,,103.084,101.625,17.59,371.057,689.877,104.458,149.234,,130.287,,74.59,
1991-07-20,95.448,268.651,104.408,,72.932,108.993,31.885,354.812,964.231,87.224,188.135,,183.069,,86.872,
1991-07-21,368.719,393.955,138.621,,32.833,146.417,,545.834,1132.557,218.392,411.089,,329.847,,44.798,
1991-07-22,300.07,659.364,182.081,,34.742,203.973,,783.87,1310.976,290.007,665.643,,407.934,,70.852,
1991-07-23,350.413,749.313,246.801,,22.198,235.15,,884.018,1279.881,283.309,695.576,,410.18,,32.979,
1991-07-24,247.3,643.015,267.283,66.545,12.022,284.966,38.035,995.282,992.752,187.498,681.29,,409.809,,14.041,
1991-07-25,103.747,520.799,262.121,44.736,7.288,326.196,22.666,1001.739,794.349,142.745,393.28,,353.171,,8.118,
1991-07-26,59.854,461.377,258.241,23.937,5.305,361.156,14.961,941.037,613.222,115.53,366.677,,282.68,,5.995,
1991-07-27,33.968,421.271,252.179,15.267,4.285,407.789,8.968,848.43,405.797,84.653,265.872,,224.457,,5.888,
1991-07-28,18.934,477.374,210.186,14.32,3.845,416.466,5.986,753.265,309.937,54.738,188.916,,178.769,,5.868,
1991-07-29,12.586,645.929,161.435,24.747,3.631,389.213,4.972,673.422,243.625,32.684,120.093,,147.074,,5.81,
1991-07-30,9.392,729.167,120.806,102.938,3.58,361.314,4.177,607.512,164.896,17.116,68.085,,123.291,,22.106,
1991-07-31,17.427,665.963,96.778,182.289,4.084,336.769,4.014,547.247,146.686,42.885,55.825,,102.098,,99.389,
1991-08-01,19.542,589.535,78.564,121.403,5.037,309.091,3.496,490.74,219.699,34.182,45.526,,85.483,,62.5,
1991-08-02,15.386,525.064,53.755,59.605,5.203,281.895,3.455,420.066,278.238,32.91,39.792,,74.448,,17.652,
1991-08-03,12.877,470.869,39.007,30.115,4.23,246.939,3.39,335.057,391.952,31.508,37.148,,61.378,,8.54,
1991-08-04,11.022,422.184,30.401,18.104,3.529,216.011,3.378,261.262,547.103,19.761,33.48,,51.578,,6.928,
1991-08-05,7.722,368.29,24.974,14.194,3.195,173.292,3.315,195.773,412.029,14.143,26.717,,41.997,,6.21,
1991-08-06,6.016,331.872,21.376,13.199,2.747,127.915,3.303,137.138,284.007,10.491,9.776,,32.289,,5.537,
1991-08-07,4.567,289.029,18.313,12.751,2.731,99.239,3.24,99.494,188.889,8.579,7.824,,26.131,,5.121,
1991-08-08,3.398,247.059,16.037,11.76,3.119,79.438,3.233,77.164,129.684,7.591,14.33,,23.207,,5.459,
1991-08-09,2.693,182.927,15.588,9.191,3.364,66.523,3.228,64.107,90.403,6.794,10.312,,21.568,,20.826,
1991-08-10,2.227,133.271,15.538,11.93,3.386,58.363,3.165,55.271,72.894,6.285,11.29,,20.109,,43.593,
1991-08-11,1.938,97.794,14.612,15.486,3.374,49.007,3.154,49.708,87.864,5.947,10.937,,18.348,,21.796,
1991-08-12,1.887,75.032,13.693,14.88,3.195,40.498,3.092,45.478,125.034,5.87,9.899,,17.649,,7.876,
1991-08-13,1.887,61.957,12.197,12.976,2.747,35.468,3.081,43.106,150.234,5.547,9.432,,16.741,,6.615,
1991-08-14,1.871,51.723,12.043,11.189,2.701,32.822,3.02,40.577,143.74,4.988,8.814,,15.108,,6.23,
1991-08-15,1.798,46.537,12.043,8.22,2.701,29.281,3.004,38.411,132.245,4.402,8.165,,14.255,,5.87,
1991-08-16,1.744,42.3,12.043,5.848,2.675,26.895,2.884,35.957,101.132,3.881,8.123,,13.841,,5.231,
1991-08-17,1.738,37.942,11.997,5.293,2.313,25.024,2.862,34.083,63.185,3.479,7.194,,12.772,,5.143,
1991-08-18,1.7,35.692,12.274,4.145,1.861,23.038,2.745,32.312,45.68,3.272,6.079,,12.125,,4.805,
1991-08-19,1.624,33.661,9.304,3.042,1.817,21.953,2.728,30.77,40.478,3.108,5.405,,10.865,,4.184,
1991-08-20,1.517,31.206,8.274,2.844,1.817,20.818,2.671,28.817,35.308,2.925,4.317,,9.703,,4.1,
1991-08-21,1.448,29.226,8.353,2.844,1.817,19.899,2.651,27.093,29.95,2.754,3.526,,8.874,,3.815,
1991-08-22,1.373,27.303,8.983,2.844,1.817,18.399,2.484,25.739,27.642,2.563,3.762,,8.267,,3.82,
1991-08-23,1.331,25.546,9.131,2.844,1.817,17.584,2.461,24.377,45.871,2.444,3.974,,7.576,,4.538,
1991-08-24,1.315,24.779,7.243,2.844,1.817,15.93,2.407,23.278,94.427,2.36,3.818,,7.529,,6.491,
1991-08-25,1.229,22.53,6.877,2.832,1.817,14.283,2.393,22.683,127.058,2.292,3.671,,7.51,,6.809,
1991-08-26,1.178,19.861,7.25,2.655,2.042,12.817,2.282,22.164,148.353,2.227,3.558,,7.293,,7.854,
1991-08-27,1.165,18.506,7.696,2.639,2.934,11.595,2.21,21.467,165.308,2.227,3.479,,7.687,,9.597,
1991-08-28,1.129,17.453,8.388,2.639,3.522,10.927,2.094,21.442,148.444,2.255,3.198,,8.34,,12.847,
1991-08-29,1.116,16.115,8.388,2.651,3.211,9.846,1.972,21.442,106.158,2.277,3.099,,8.903,,10.131,
1991-08-30,1.081,14.89,8.388,2.828,2.747,8.384,1.801,21.461,87.092,2.422,3.18,,9.418,,6.611,
1991-08-31,1.079,14.831,8.637,2.844,2.748,6.991,1.784,22.218,75.165,2.682,3.411,,10.485,,5.992,
1991-09-01,1.117,14.589,11.836,2.844,3.313,7.463,1.784,23.891,61.216,3.526,3.265,,14.725,,10.667,
1991-09-02,1.245,13.991,13.507,2.856,3.195,7.566,1.78,28.101,67.781,5.96,3.764,,12.5,,11.952,
1991-09-03,1.327,13.774,12.197,3.298,2.747,7.566,1.725,30.38,58.053,8.38,5.54,,12.955,,31.99,
1991-09-04,1.329,13.741,12.043,2.972,2.701,7.566,1.715,29.638,45.338,6.99,5.738,,14.108,,64.959,
1991-09-05,1.4,13.564,12.043,2.844,2.701,7.487,1.662,28.767,39.104,5.462,5.39,,13.106,,35.491,
1991-09-06,1.579,13.367,12.043,2.844,3.087,6.507,1.665,28.098,35.672,4.262,5.359,,10.741,,22.748,
1991-09-07,1.651,12.928,11.929,2.844,6.673,6.572,1.794,27.639,33.429,3.231,5.358,,9.167,,102.406,
1991-09-08,1.738,12.607,10.518,2.952,8.686,8.755,2.4,26.021,34.636,2.993,4.451,,8.442,,94.392,
1991-09-09,1.74,12.655,10.369,5.871,8.094,10.209,3.203,24.368,40.539,2.929,4.195,,7.992,,23.613,
1991-09-10,1.647,13.588,10.234,8.441,5.971,10.239,3.46,23.308,44.996,3.052,3.798,,7.557,,10.502,
1991-09-11,1.254,13.934,8.447,9.152,4.127,8.916,3.435,22.399,47.529,3.217,3.475,,7.51,,8.284,
1991-09-12,1.083,13.157,6.221,8.146,3.192,7.604,2.869,21.225,49.543,3.201,3.263,,7.145,,6.667,
1991-09-13,1.079,12.522,5.266,3.815,2.72,6.507,2.149,19.946,51.58,2.937,3.158,,6.901,,5.925,
1991-09-14,1.079,12.104,6.525,2.655,2.736,6.403,2.092,19.465,52.318,2.584,2.868,,6.494,,5.429,
1991-09-15,1.104,11.921,6.658,,3.478,6.483,1.948,18.569,60.771,2.807,2.589,,6.033,,5.162,
1991-09-16,1.227,11.807,6.658,,4.234,7.463,1.784,19.117,88.393,5.118,2.554,,7.707,,5.201,
1991-09-17,2.544,15.016,10.052,,4.056,8.913,1.784,38.466,121.05,12.136,3.052,,16.65,,6.701,
1991-09-18,27.241,24.547,20.376,131.329,8.551,20.512,1.784,125.852,222.687,40.703,15.418,,54.32,,22.056,
1991-09-19,42.841,52.648,14.459,137.365,14.884,39.905,1.704,193.666,339.772,53.709,42.92,,70.942,,45.768,
1991-09-20,45.574,70.488,4.54,73.225,9.296,70.79,2.033,196.441,427.532,49.66,213.029,,88.582,,15.647,
1991-09-21,45.531,86.903,2.079,33.566,4.925,104.48,2.038,223.795,564.058,44.19,282.463,,94.186,,7.95,
1991-09-22,32.908,114.531,7.672,16.346,3.365,135.987,2.028,236.886,696.737,35.535,209.919,,86.231,,5.846,
1991-09-23,19.66,144.585,50.338,12.936,2.72,166.012,1.979,222.317,582.882,20.513,151.669,,73.932,,4.989,
1991-09-24,10.334,173.507,51.382,11.02,2.313,189.744,1.961,196.863,344.847,10.667,85.498,,62.54,,4.455,
1991-09-25,6.175,197.331,41.555,8.13,1.842,212.718,1.797,169.883,192.891,6.734,40.556,,33.895,,3.99,
1991-09-26,4.322,224.622,30.895,5.943,1.539,213.578,1.721,136.526,106.887,4.677,32.106,,14.787,,3.766,
1991-09-27,3.096,239.633,21.287,4.915,1.218,198.997,1.658,93.691,66.283,3.434,22.963,,11.779,,3.487,
1991-09-28,2.73,242.592,13.446,4.714,1.187,169.849,1.592,58.549,50.453,2.993,14.519,,9.738,,3.455,
1991-09-29,2.392,237.253,11.245,4.714,1.187,130.468,1.486,39.003,42.096,2.726,9.865,,8.204,,3.455,
1991-09-30,1.741,215.133,7.879,4.714,1.187,91.808,1.496,30.536,34.683,2.484,7.873,,7.415,,3.455,
1991-10-01,1.484,176.586,6.658,4.335,1.187,59.747,1.748,26.418,28.608,2.305,6.675,,6.938,,3.438,
1991-10-02,1.36,,6.587,3.436,1.168,35.817,1.656,22.817,26.399,2.104,5.685,,6.645,,3.165,
1991-10-03,1.277,74.454,5.266,2.849,0.93,24.229,1.491,20.59,25.085,1.919,4.81,,5.77,,3.118,
1991-10-04,1.215,45.897,5.165,2.695,0.905,18.563,1.475,18.764,23.751,1.762,4.334,,5.162,,2.852,
1991-10-05,1.2,30.359,5.775,2.314,0.917,16.138,1.496,17.76,22.945,1.733,4.258,,5.065,,2.815,
1991-10-06,1.178,25.592,9.051,2.22,1.459,17.808,1.799,18.933,21.916,2.474,3.915,,9.462,,2.71,
1991-10-07,1.253,24.479,12.932,2.371,2.707,20.405,2.716,23.273,21.262,3.358,4.448,,16.531,,2.699,
1991-10-08,1.47,26.53,12.161,3.152,1.935,20.866,3.653,30.532,19.187,5.872,8.493,,26.712,,2.699,
1991-10-09,1.668,27.344,13.303,4.038,1.817,20.031,3.77,35.823,18.007,7.766,10.781,,32.49,,2.699,
1991-10-10,1.857,26.537,47.911,3.156,1.798,20.464,3.456,39.905,17.808,6.919,9.75,,32.577,,2.695,
1991-10-11,1.887,26.269,81.92,2.45,1.563,22.759,3.095,45.324,17.526,4.501,8.928,,31.774,,2.644,
1991-10-12,1.887,25.781,84.835,1.977,1.514,24.57,2.764,50.508,17.495,3.196,9.451,,28.729,,2.631,
1991-10-13,1.887,27.244,80.382,1.725,1.218,27.059,2.757,53.629,17.327,2.65,8.624,,19.632,,2.545,
1991-10-14,1.914,31.9,35.616,1.512,1.187,29.497,3.03,50.776,16.942,2.403,7.56,,11.606,,2.793,
1991-10-15,30.014,51.453,13.312,1.742,1.187,39.62,2.655,63.034,18.595,7.06,18.412,,23.198,,2.818,
1991-10-16,189.512,169.384,60.215,2.576,1.187,75.574,3.374,229.395,21.718,53.038,134.888,,72.175,,2.759,
1991-10-17,308.429,323.851,102.25,8.445,1.187,112.976,6.418,337.678,26.39,101.964,199.651,,111.324,,2.649,
1991-10-18,177.462,443.031,118.516,12.288,1.187,174.946,13.128,358.141,31.668,84.706,540.965,,118.91,,2.638,
1991-10-19,99.656,420.106,134.59,11.928,1.187,263.911,20.381,472.325,39.461,87.401,506.7,,136.742,,2.635,
1991-10-20,52.64,389.554,176.756,7.637,1.187,300.538,20.656,520.0,46.696,95.271,362.371,,185.013,,2.58,
1991-10-21,32.565,372.864,209.325,4.226,1.187,325.884,13.452,459.252,50.025,74.4,251.312,,193.999,,2.562,
1991-10-22,18.61,372.407,198.007,9.405,1.508,352.067,6.951,400.147,62.314,43.629,169.053,,170.679,,5.423,
1991-10-23,14.508,385.993,159.523,101.809,9.14,356.102,4.532,379.82,289.145,19.649,114.233,,140.391,,78.233,
1991-10-24,9.386,418.684,110.201,187.587,21.945,339.291,3.507,382.819,649.902,9.749,67.767,,115.193,,202.322,
1991-10-25,3.948,452.808,77.205,95.538,16.935,318.314,2.93,383.919,778.047,6.634,46.898,,78.588,,67.251,
1991-10-26,4.204,456.875,53.008,53.223,7.766,293.66,2.368,361.153,874.599,5.513,33.642,,53.897,,16.864,
1991-10-27,,,,,,,,,,,,,,,,
1991-10-28,3.13,391.194,36.694,15.888,2.946,234.92,1.78,244.431,803.733,4.597,19.256,,35.738,,6.199,
1991-10-29,3.126,366.972,33.111,13.289,5.903,197.32,1.503,168.547,511.917,4.025,16.017,,37.015,,11.371,
1991-10-30,3.876,345.507,30.763,12.685,22.056,184.791,1.475,112.406,305.12,4.265,12.854,,34.197,,36.654,
1991-10-31,4.436,309.448,28.654,18.736,32.494,176.067,1.475,90.699,149.693,4.51,12.837,,29.591,,33.873,
1991-11-01,3.89,254.482,25.664,31.854,18.907,87.658,1.475,79.644,109.655,4.976,12.145,,24.677,,22.424,
1991-11-02,2.584,,18.986,34.151,8.286,61.647,1.475,67.918,101.21,5.545,12.453,,22.509,,12.79,
1991-11-03,2.287,,13.438,17.753,4.657,52.842,1.475,55.986,102.729,5.613,12.673,,20.649,,7.245,
1991-11-04,2.101,99.553,12.068,11.977,3.461,44.026,1.496,46.998,125.538,4.611,13.571,,19.096,,5.811,
1991-11-05,1.918,76.006,12.043,8.941,2.538,36.24,1.946,41.039,119.477,3.595,7.046,,16.836,,4.774,
1991-11-06,1.887,59.295,12.009,6.601,3.288,29.868,3.216,37.053,100.584,3.171,6.11,,13.709,,9.966,
1991-11-07,1.887,47.384,10.695,5.282,10.386,26.29,3.46,33.489,85.437,2.956,5.24,,12.192,,45.113,
1991-11-08,1.816,40.622,10.303,4.269,5.851,21.813,3.46,30.228,65.722,2.567,4.592,,10.772,,39.56,
1991-11-09,1.579,34.524,8.513,4.092,3.392,19.0,3.435,27.322,51.106,2.307,4.116,,9.984,,13.51,
1991-11-10,1.414,29.384,7.09,3.912,1.922,16.282,3.119,25.031,44.328,2.126,3.82,,9.274,,7.997,
1991-11-11,1.254,25.05,6.637,3.406,1.563,14.344,3.062,22.56,40.48,1.944,3.523,,8.418,,6.887,
1991-11-12,1.203,19.744,6.47,2.941,1.514,12.346,2.764,20.949,36.6,1.768,3.296,,7.34,,5.92,
1991-11-13,1.201,18.194,5.725,2.644,1.218,9.687,2.71,19.292,32.333,1.624,3.002,,6.179,,5.141,
1991-11-14,1.201,16.363,5.122,2.349,1.187,8.381,2.431,17.908,26.536,1.526,2.589,,5.632,,4.179,
1991-11-15,1.175,14.986,3.991,2.106,1.187,8.37,2.38,16.777,22.551,1.399,2.562,,5.241,,3.771,
1991-11-16,1.067,13.113,3.896,1.95,1.187,8.47,2.119,15.981,20.617,1.309,2.562,,4.863,,3.59,
1991-11-17,0.919,12.924,3.896,1.756,1.187,7.067,2.071,15.294,18.911,1.322,2.457,,4.839,,3.412,
1991-11-18,0.854,12.924,3.896,1.472,1.187,4.643,1.791,15.099,17.273,1.182,2.073,,4.824,,3.168,
1991-11-19,0.851,12.347,3.896,1.318,1.174,4.472,1.662,14.769,16.402,1.124,2.228,,5.099,,2.992,
1991-11-20,0.851,10.237,3.896,1.303,1.009,4.472,1.662,14.392,16.181,1.102,2.331,,5.248,,2.829,
1991-11-21,0.851,9.136,3.896,1.209,0.992,4.449,1.545,14.358,15.877,1.067,2.23,,4.951,,2.647,
1991-11-22,0.85,7.574,3.896,1.046,0.975,4.151,1.812,13.825,14.892,0.96,2.08,,4.239,,2.183,
1991-11-23,0.831,5.972,6.778,0.684,0.771,3.776,3.531,12.955,13.894,0.823,1.715,,3.367,,2.188,
1991-11-24,0.83,6.329,5.366,0.791,0.779,4.247,5.781,13.421,12.931,1.397,1.669,,3.9,,2.509,
1991-11-25,3.303,11.053,25.416,,1.785,15.956,10.107,23.248,13.407,6.03,2.67,,29.18,,2.517,
1991-11-26,60.983,80.345,40.629,,3.127,62.356,12.311,77.912,14.144,10.436,21.258,,50.397,,2.59,
1991-11-27,77.464,187.306,31.242,,1.941,118.578,11.04,123.991,14.458,32.619,61.793,,71.432,,2.638,
1991-11-28,85.312,259.08,22.69,9.082,1.798,139.76,6.832,143.162,15.832,39.346,73.416,,80.785,,2.63,
1991-11-29,76.517,300.697,20.1,15.014,1.539,162.768,4.422,145.669,63.885,38.169,125.933,,83.624,,2.524,
1991-11-30,59.225,308.754,17.612,107.337,1.218,195.152,3.83,142.759,144.747,30.681,154.179,,72.882,,2.506,
1991-12-01,32.458,310.525,17.889,123.889,1.187,214.338,3.496,130.724,196.097,20.41,119.648,,52.773,,2.482,
1991-12-02,15.955,311.657,16.293,56.116,1.187,211.798,3.46,112.874,239.085,14.207,73.599,,35.172,,4.597,
1991-12-03,8.994,312.574,13.498,21.121,1.187,199.914,3.435,88.147,263.59,10.991,53.0,,22.523,,3.737,
1991-12-04,5.652,308.841,13.579,12.433,1.174,185.717,3.119,61.328,291.931,7.57,32.251,,14.656,,2.966,
1991-12-05,3.659,293.532,11.475,9.05,1.009,168.008,3.062,41.687,272.95,5.04,18.743,,11.775,,3.026,
1991-12-06,2.509,278.297,8.523,7.719,0.992,141.988,2.764,32.364,175.538,3.675,13.901,,10.772,,3.188,
1991-12-07,1.914,251.682,8.388,9.502,0.992,116.225,2.71,27.934,106.977,3.48,12.174,,11.301,,3.55,
1991-12-08,1.883,236.711,7.389,9.175,1.108,99.526,2.41,24.958,65.27,6.796,9.447,,11.896,,6.343,
1991-12-09,1.668,,8.364,6.095,7.673,78.493,2.119,24.871,46.395,7.872,8.437,,14.162,,14.142,
1991-12-10,1.381,,11.09,4.406,54.16,64.477,2.135,26.002,37.658,7.77,7.543,,27.343,,19.521,
1991-12-11,1.457,,13.661,4.092,41.214,53.866,2.676,29.804,33.712,13.919,8.376,,44.843,,16.119,
1991-12-12,1.461,98.096,12.007,4.075,19.538,42.828,2.742,37.873,32.758,23.737,9.11,,52.09,,13.586,
1991-12-13,1.378,98.889,9.131,3.848,11.799,32.101,2.864,47.833,31.198,28.792,10.325,,36.219,,10.678,
1991-12-14,1.158,91.843,8.523,3.628,6.71,28.143,2.945,48.7,29.123,22.678,10.207,,20.713,,8.87,
1991-12-15,1.079,71.174,8.482,2.844,4.214,24.667,3.125,39.33,27.474,14.883,9.911,,16.521,,5.966,
1991-12-16,1.035,56.844,9.587,2.821,3.02,22.391,4.53,33.553,27.481,10.599,7.777,,24.207,,15.698,
1991-12-17,1.032,45.563,9.758,2.469,19.086,25.247,6.921,33.268,26.47,9.974,7.552,,46.076,,81.863,
1991-12-18,1.032,41.455,10.448,2.283,39.761,30.11,4.889,,21.863,11.5,7.349,,62.811,,17.283,
1991-12-19,1.035,40.755,11.497,2.269,31.15,31.584,3.867,,16.964,15.913,5.951,,64.251,,6.667,
1991-12-20,1.076,40.906,13.014,2.201,41.572,31.692,3.446,70.237,14.433,21.33,15.399,,62.295,,5.151,
1991-12-21,1.079,39.601,13.579,1.967,30.934,32.527,2.797,83.156,12.678,20.678,14.2,,44.406,,4.35,
1991-12-22,4.513,49.872,12.888,2.09,70.355,41.236,2.71,87.54,15.708,21.002,12.82,,45.961,,7.582,
1991-12-23,40.259,94.94,18.152,,121.254,62.535,2.41,108.356,22.285,22.542,26.526,,53.212,,16.707,
1991-12-24,31.252,,21.006,,73.563,76.051,2.119,127.96,34.869,27.577,48.808,,61.021,,14.018,
1991-12-25,20.205,,21.466,,32.253,80.063,2.071,132.242,88.722,29.818,52.002,,68.766,,42.081,
1991-12-26,11.338,,17.965,13.444,11.599,79.135,1.812,129.225,126.313,30.784,54.523,,71.361,,102.473,
1991-12-27,6.557,,17.425,9.113,5.722,82.697,1.784,121.833,122.379,28.67,54.599,,65.156,,108.618,
1991-12-28,4.081,,15.162,5.625,3.789,80.598,1.784,108.535,102.917,17.684,47.772,,58.12,,25.676,
1991-12-29,3.483,,14.116,4.067,2.723,75.16,1.784,90.881,85.818,9.788,37.327,,56.305,,10.765,
1991-12-30,2.82,,14.824,,2.165,73.77,1.784,75.636,59.813,7.016,19.862,,54.875,,9.158,
1991-12-31,1.977,,12.694,,1.845,71.732,1.784,67.799,40.459,4.765,14.981,,47.644,,8.999,
1992-01-01,1.887,96.466,10.644,0.307,1.582,68.953,1.503,63.072,32.398,4.225,9.701,,31.649,,12.183,
1992-01-02,4.037,94.093,13.632,0.231,1.826,64.15,1.475,57.444,30.143,3.516,16.422,,38.801,,65.972,
1992-01-03,7.48,88.132,16.222,0.483,2.235,55.083,1.475,58.641,27.609,7.033,29.253,,62.11,,52.163,
1992-01-04,4.195,76.527,20.983,1.066,1.842,45.74,1.517,76.612,22.814,23.862,31.692,,85.821,,24.628,
1992-01-05,2.37,64.292,15.491,1.199,1.563,38.319,2.037,99.116,18.368,34.148,27.351,,110.255,,10.239,
1992-01-06,1.887,54.068,12.161,1.219,1.514,35.605,2.092,112.72,15.294,38.237,18.784,,103.107,,4.869,
1992-01-07,1.883,47.8,11.356,1.396,1.218,34.297,2.092,114.343,13.361,29.626,12.843,,59.558,,4.164,
1992-01-08,1.801,45.285,7.442,1.28,1.174,36.523,2.071,108.079,12.668,15.462,9.869,,35.908,,3.704,
1992-01-09,1.666,44.857,6.587,0.695,1.009,38.973,1.812,87.933,20.154,7.171,7.75,,17.584,,3.468,
1992-01-10,1.476,46.82,5.266,0.472,0.986,35.964,1.784,51.581,15.827,3.514,6.157,,9.187,,3.365,
1992-01-11,1.375,48.233,4.372,0.456,0.902,33.169,1.784,29.553,19.371,2.769,4.873,,7.576,,3.041,
1992-01-12,1.274,48.43,3.896,0.456,0.763,32.102,1.784,22.286,23.202,2.616,3.953,,6.812,,2.807,
1992-01-13,1.132,45.676,3.521,0.448,0.749,29.034,1.784,18.453,17.864,2.14,3.241,,5.287,,2.469,
1992-01-14,1.079,39.559,2.838,0.315,0.749,21.498,1.784,16.416,12.314,1.839,2.659,,4.324,,2.29,
1992-01-15,1.079,31.187,2.708,0.12,0.749,15.267,1.784,14.487,10.472,1.606,2.279,,3.799,,2.275,
1992-01-16,1.076,23.586,2.296,0.098,0.749,11.931,1.784,12.969,9.66,1.407,1.76,,2.96,,2.127,
1992-01-17,0.984,18.561,1.977,0.009,0.749,8.982,1.784,11.636,9.134,1.253,1.606,,2.725,,1.94,
1992-01-18,0.845,15.451,1.977,0.0,0.749,6.492,1.78,9.915,8.84,1.1,1.519,,2.482,,1.913,
1992-01-19,0.756,13.394,1.977,0.0,0.736,4.643,1.725,8.018,8.417,0.966,1.473,,2.355,,1.867,
1992-01-20,0.684,11.922,1.977,0.0,0.575,4.472,1.72,7.323,8.05,0.804,1.422,,1.992,,1.718,
1992-01-21,0.514,9.04,1.977,0.0,0.558,4.176,1.715,5.8,7.485,0.723,1.269,,1.634,,1.659,
1992-01-22,0.462,6.955,1.977,0.0,0.558,3.207,1.662,4.476,6.818,0.656,1.071,,1.634,,1.656,
1992-01-23,0.447,4.933,1.945,0.0,0.551,2.227,1.657,4.053,6.088,0.589,1.052,,1.508,,1.581,
1992-01-24,0.392,3.65,1.552,0.0,0.464,1.886,1.644,3.671,5.332,0.565,1.007,,1.316,,1.399,
1992-01-25,0.38,3.086,1.344,0.0,0.454,1.401,1.491,2.974,4.917,0.565,0.98,,1.28,,1.389,
1992-01-26,0.38,2.791,1.297,0.0,0.465,1.146,1.475,2.912,4.669,0.565,0.98,,1.256,,1.389,
1992-01-27,0.38,2.791,1.297,0.0,0.602,1.305,1.475,1.98,3.961,0.551,0.98,,1.406,,1.389,
1992-01-28,0.38,2.552,1.297,0.0,0.626,1.878,1.475,1.923,3.439,0.562,1.102,,1.634,,1.396,
1992-01-29,0.397,2.706,1.309,0.0,0.754,2.782,1.475,2.553,3.127,0.568,1.467,,1.442,,1.502,
1992-01-30,0.427,3.293,1.531,0.0,0.983,3.299,1.475,4.33,4.031,0.834,1.606,,1.887,,2.597,
1992-01-31,0.41,4.086,1.548,0.0,2.053,3.526,1.475,4.425,5.051,4.705,1.642,,3.153,,10.784,
1992-02-01,0.36,4.699,1.569,0.0,6.448,3.724,1.475,3.728,10.011,27.616,1.534,,7.784,,9.245,
1992-02-02,0.374,5.221,1.948,0.0,6.08,5.189,1.475,4.101,10.297,37.027,1.522,,7.969,,6.693,
1992-02-03,0.475,7.462,1.977,0.0,3.93,10.16,1.475,9.555,7.644,39.511,2.18,,7.874,,4.172,
1992-02-04,0.528,11.097,1.977,0.0,3.135,13.481,1.475,12.586,5.721,41.919,2.942,,6.742,,2.835,
1992-02-05,0.639,13.763,1.977,0.023,1.922,15.01,1.475,12.299,3.832,42.033,2.605,,8.214,,2.265,
1992-02-06,0.704,15.359,1.945,0.313,1.539,16.304,1.475,11.35,3.123,22.932,2.82,,9.933,,2.141,
1992-02-07,0.829,17.137,1.344,0.318,1.218,18.417,1.496,11.365,2.827,13.655,2.721,,7.486,,1.743,
1992-02-08,0.807,19.54,1.297,0.161,1.174,20.423,1.972,12.449,2.296,6.606,2.567,,5.535,,1.656,
1992-02-09,0.74,21.528,1.309,0.093,1.009,20.041,3.585,11.557,1.901,5.144,2.285,,3.875,,1.656,
1992-02-10,0.717,22.358,1.531,0.016,0.975,19.215,5.508,9.357,1.86,3.318,2.234,,2.931,,1.656,
