,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Sarandi del Yi,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Durazno,Paso Baltasar,Paso de Coelho,Tacuarembo,Paso Manuel Diaz,Paso de los Mellizos,Bequelo,Paso de la Compania
1992-02-11,0.837,23.618,1.802,0.0,0.787,19.501,5.211,10.932,1.69,2.95,2.614,,2.868,,1.656,
1992-02-12,1.071,23.411,1.718,0.0,0.97,20.5,3.888,11.254,1.416,3.185,3.812,,3.405,,1.587,
1992-02-13,1.079,23.825,2.433,0.0,1.005,21.785,3.051,10.428,1.363,3.758,4.07,,3.986,,1.448,
1992-02-14,1.085,26.026,10.825,0.0,1.169,23.47,2.18,14.024,2.766,4.998,4.428,,11.049,,1.389,
1992-02-15,1.232,28.845,8.733,0.0,1.174,28.211,2.071,30.361,2.454,7.398,8.074,,15.604,,1.647,
1992-02-16,1.315,31.891,10.634,0.0,1.009,28.588,1.807,33.797,2.181,13.552,12.537,,20.627,,2.543,
1992-02-17,1.269,33.34,6.374,0.0,0.992,26.439,1.717,31.46,1.88,24.762,17.386,,21.566,,2.359,
1992-02-18,1.388,32.487,5.192,0.0,0.975,25.15,1.606,28.934,1.86,26.344,16.771,,21.967,,1.93,
1992-02-19,1.461,31.131,5.695,0.116,0.771,23.554,1.587,26.507,1.762,17.69,10.455,,22.321,,1.711,
1992-02-20,1.555,29.454,5.809,0.311,0.749,23.074,1.486,26.031,1.563,11.3,7.695,,17.733,,1.763,
1992-02-21,1.745,28.083,7.263,0.182,0.779,22.409,1.475,24.569,3.602,7.112,6.722,,9.854,,5.396,
1992-02-22,2.235,28.651,9.8,0.076,1.172,25.333,1.471,65.586,9.189,9.603,6.632,,19.462,,16.438,
1992-02-23,2.991,31.057,16.682,0.025,1.507,28.324,1.452,124.791,10.098,22.526,10.529,,40.442,,35.941,
1992-02-24,4.027,34.335,21.189,0.002,1.514,33.38,1.419,103.035,7.271,37.886,30.695,,55.925,,16.217,
1992-02-25,4.521,37.775,19.368,0.002,1.205,39.399,1.395,84.888,6.048,43.396,34.967,,76.84,,8.276,
1992-02-26,6.453,41.293,14.804,0.037,1.009,48.399,1.355,77.137,5.247,46.469,31.415,,89.952,,4.909,
1992-02-27,9.296,48.266,19.309,0.323,0.975,54.557,1.214,83.497,6.737,47.546,28.389,,92.042,,3.625,
1992-02-28,9.148,58.106,25.44,0.401,0.771,74.431,1.2,94.949,7.815,27.093,22.347,,87.498,,2.911,
1992-02-29,6.052,71.99,28.821,0.174,0.78,89.514,1.25,106.481,7.718,15.56,21.381,,79.322,,2.571,
1992-03-01,3.576,81.287,27.443,0.07,0.749,99.963,1.219,104.578,7.128,10.91,17.017,,11.585,,2.149,
1992-03-02,2.433,95.373,25.734,0.009,0.74,114.548,1.451,102.143,6.985,9.078,13.402,,6.645,,1.937,
1992-03-03,1.869,110.434,25.586,0.001,0.628,124.548,1.475,96.702,6.615,6.718,10.209,,5.77,,1.77,
1992-03-04,1.744,124.824,24.781,0.0,0.617,131.098,1.496,91.742,6.435,5.041,7.963,,5.162,,1.656,
1992-03-05,1.736,136.959,24.318,0.0,0.626,131.97,1.757,87.53,6.02,3.845,7.625,,5.065,,1.656,
1992-03-06,1.642,145.632,24.837,0.0,0.737,127.791,1.805,80.475,5.156,3.385,8.513,,9.462,,1.653,
1992-03-07,1.485,148.696,24.763,0.0,0.749,114.812,2.064,67.476,4.876,3.035,9.427,,16.531,,1.605,
1992-03-08,1.338,142.696,24.708,0.0,0.749,95.302,2.135,51.441,5.127,2.958,10.984,,26.712,,1.602,
1992-03-09,1.411,126.433,22.349,0.0,0.749,86.872,2.676,46.98,6.221,3.032,14.201,,32.49,,1.595,
1992-03-10,10.573,104.127,20.496,0.074,0.83,79.72,2.733,64.673,6.045,5.42,17.68,,32.577,,1.495,
1992-03-11,41.694,86.481,14.881,0.279,1.162,73.756,2.733,112.542,4.919,6.497,19.35,,31.774,,1.396,
1992-03-12,12.162,75.052,13.84,0.553,1.187,68.7,2.728,120.49,4.144,15.35,17.479,,28.729,,1.389,
1992-03-13,3.708,61.722,13.704,1.625,1.187,65.085,2.671,95.534,3.473,24.315,13.784,,19.632,,1.437,
1992-03-14,2.125,52.357,12.191,2.889,1.174,63.427,2.656,69.975,3.447,24.81,11.654,,11.606,,1.646,
1992-03-15,1.686,47.408,12.043,2.793,1.009,58.45,2.543,60.85,5.423,20.917,10.62,,23.198,,1.663,
1992-03-16,1.492,44.577,12.118,1.971,0.992,29.73,2.522,58.687,6.744,17.164,9.813,,72.175,,1.782,
1992-03-17,1.409,41.338,13.71,1.45,0.992,25.335,2.413,60.89,6.793,12.838,9.984,,117.9,,1.505,
1992-03-18,1.331,37.217,15.516,1.211,0.975,22.885,2.401,62.156,5.951,9.207,10.005,,133.094,,1.389,
1992-03-19,1.177,32.785,17.391,0.888,0.771,20.098,2.401,59.422,7.18,6.132,8.819,,137.787,,1.545,
1992-03-20,1.085,28.586,19.212,0.464,0.749,18.475,2.393,51.965,8.237,3.8,6.314,,185.013,,3.154,
1992-03-21,1.079,25.698,18.561,0.293,0.845,16.93,2.286,45.76,9.06,5.519,5.464,,193.999,,4.357,
1992-03-22,1.031,23.211,15.846,0.176,0.992,14.818,2.262,48.508,9.32,7.93,4.953,,170.679,,7.614,
1992-03-23,0.964,20.429,15.236,0.094,0.992,13.879,2.108,42.94,8.131,6.985,4.598,,140.391,,5.87,
1992-03-24,0.959,18.605,12.771,0.04,0.992,12.69,2.092,40.036,7.658,7.633,4.531,,115.193,,4.682,
1992-03-25,0.921,17.666,9.407,0.011,0.992,11.969,2.092,40.671,7.148,7.914,4.247,,78.588,,3.164,
1992-03-26,0.909,16.434,9.733,0.006,0.992,11.969,2.092,40.429,6.425,8.229,4.473,,53.897,,2.527,
1992-03-27,0.895,17.224,15.661,0.001,0.975,13.086,2.092,45.282,5.161,9.459,3.644,,38.553,,2.054,
1992-03-28,0.962,20.997,25.755,0.0,0.771,17.589,2.092,66.201,4.144,11.538,5.11,,35.738,,1.933,
1992-03-29,1.456,24.74,29.168,0.0,0.749,18.4,2.092,82.696,3.766,13.154,10.032,,37.015,,1.93,
1992-03-30,1.972,26.455,30.057,0.021,1.106,15.346,2.092,96.917,3.581,14.07,21.534,,34.197,,1.818,
1992-03-31,3.23,26.6,30.364,0.251,3.088,16.631,2.092,111.702,3.401,12.897,22.805,,37.781,,1.659,
1992-04-01,6.408,26.6,37.56,0.456,2.555,20.287,2.088,121.875,3.385,7.586,24.026,,95.557,,1.649,
1992-04-02,6.636,26.245,43.305,0.553,1.583,22.626,2.038,129.936,3.123,5.121,22.689,,98.618,,1.555,
1992-04-03,5.022,27.282,44.82,0.282,1.141,26.322,2.032,136.442,3.093,3.752,19.696,,92.192,,1.555,
1992-04-04,4.013,30.389,43.238,0.117,0.992,30.65,2.028,140.27,3.093,3.009,16.416,,76.622,,1.656,
1992-04-05,2.841,34.381,41.757,0.062,0.992,33.966,1.979,139.119,3.064,2.543,13.045,,49.216,,2.079,
1992-04-06,1.999,37.774,44.249,0.02,0.992,35.924,1.974,128.871,2.469,2.829,11.092,,31.559,,7.468,
1992-04-07,1.741,38.953,66.53,0.002,0.992,31.722,1.966,102.282,1.975,3.825,8.612,,57.081,,10.887,
1992-04-08,1.512,37.733,58.456,0.0,0.992,27.901,1.861,84.464,1.517,7.876,7.921,,90.656,,7.434,
1992-04-09,1.31,33.687,55.547,0.0,0.975,22.482,1.846,94.845,1.684,22.581,6.143,,94.08,,4.486,
1992-04-10,1.207,28.443,55.311,0.0,0.771,19.171,1.79,116.945,6.949,27.875,5.824,,99.512,,3.732,
1992-04-11,4.589,35.578,56.296,0.0,0.858,22.067,1.784,166.57,6.851,33.32,22.443,,118.307,,3.383,
1992-04-12,39.467,63.87,73.924,0.005,1.212,42.882,1.784,284.959,6.409,68.56,92.357,,154.632,,3.324,
1992-04-13,48.619,96.425,205.129,0.049,1.986,60.189,1.784,348.539,5.823,99.442,108.347,,267.216,,4.197,
1992-04-14,60.603,123.242,205.646,0.227,5.442,79.177,1.789,449.444,5.563,148.037,239.18,,466.322,,3.951,
1992-04-15,69.421,155.68,217.873,0.478,4.874,,1.853,635.018,5.288,170.397,494.412,,449.865,,3.335,
1992-04-16,67.577,192.607,268.174,1.05,3.104,,1.963,707.462,4.917,139.372,500.323,,341.481,,2.818,
1992-04-17,60.628,369.238,300.354,1.29,1.895,,1.978,817.352,5.127,107.283,474.463,,272.408,,2.48,
1992-04-18,47.178,1132.517,304.7,1.127,1.683,,2.027,833.913,6.318,68.611,496.283,,228.011,,2.438,
1992-04-19,28.914,1312.215,273.789,1.08,1.205,,2.036,782.316,6.574,36.609,263.586,,185.316,,2.146,
1992-04-20,18.498,1135.374,223.749,0.893,1.009,,2.086,720.914,6.435,18.04,162.651,,151.449,,2.032,
1992-04-21,13.681,909.756,162.508,0.551,0.992,,2.092,665.014,5.808,11.822,90.886,,123.344,,1.937,
1992-04-22,10.288,758.641,102.665,0.671,1.005,,2.092,607.31,4.832,10.241,87.283,,106.743,,2.503,
1992-04-23,16.917,673.507,109.261,1.72,1.193,,2.104,562.155,6.786,25.02,56.709,,105.235,,8.278,
1992-04-24,22.859,660.698,102.583,8.411,1.651,,2.263,509.246,7.813,40.664,54.558,,100.701,,10.485,
1992-04-25,17.432,647.26,69.885,8.492,2.341,,2.336,454.439,10.994,41.706,55.804,,109.239,,11.532,
1992-04-26,16.993,592.614,56.524,4.373,3.274,,2.418,399.002,14.738,42.191,78.504,,122.345,,7.533,
1992-04-27,17.936,542.782,53.742,3.027,2.929,290.829,2.727,341.721,15.942,39.199,65.113,,126.799,,4.238,
1992-04-28,19.41,503.367,58.124,15.628,1.956,273.239,3.23,324.238,14.892,31.827,61.367,,118.569,,4.862,
1992-04-29,33.036,492.618,100.377,162.872,5.895,257.443,4.602,379.928,62.853,50.295,136.362,,103.361,,17.294,
1992-04-30,62.28,482.644,151.629,211.043,73.181,263.56,8.614,397.055,255.086,114.792,136.099,,102.561,,84.413,
1992-05-01,75.214,458.451,152.522,,93.091,261.38,12.934,416.246,490.893,138.693,135.35,,160.068,,106.88,
1992-05-02,90.711,436.396,116.092,,41.304,250.82,13.413,487.034,597.76,199.584,265.872,,226.085,,25.21,
1992-05-03,80.853,419.256,135.035,44.503,14.176,250.706,8.644,505.275,639.921,166.183,303.967,,255.09,,10.717,
1992-05-04,55.652,404.223,123.907,26.416,6.565,256.168,4.889,523.346,686.832,136.267,251.672,,230.457,,6.565,
1992-05-05,29.493,385.334,137.757,16.279,3.934,267.356,3.867,472.371,567.747,112.77,225.145,,194.411,,5.113,
1992-05-06,18.336,374.179,131.754,13.085,3.254,275.361,3.496,469.385,346.483,53.106,176.769,,157.045,,7.949,
1992-05-07,17.239,372.962,138.525,13.194,8.468,283.251,3.46,485.627,199.208,43.413,132.121,,150.119,,63.424,
1992-05-08,21.728,374.176,131.285,49.924,51.216,288.723,3.259,503.53,152.618,60.92,122.194,,148.378,,97.466,
1992-05-09,19.692,374.176,151.961,124.031,58.168,292.911,2.764,489.771,175.476,78.87,97.16,,127.728,,56.29,
1992-05-10,17.129,374.852,118.236,72.827,27.768,281.947,2.872,479.183,228.779,63.682,84.416,,109.268,,16.783,
1992-05-11,42.8,403.985,198.521,76.815,17.494,273.226,3.234,585.151,323.011,88.622,139.973,,133.777,,22.496,
1992-05-12,94.164,450.359,254.377,156.067,54.185,267.012,3.46,697.102,619.8,164.074,174.791,,282.885,,37.026,
1992-05-13,91.023,482.255,269.451,143.435,67.509,250.834,3.564,850.553,844.189,182.024,369.704,,580.182,,42.506,
1992-05-14,96.196,511.255,302.109,71.855,29.117,239.348,3.843,981.731,879.871,200.658,559.801,,528.034,,17.298,
1992-05-15,76.678,495.508,353.437,37.925,12.119,231.113,3.967,1100.198,829.337,165.014,560.093,,376.356,,8.45,
1992-05-16,44.832,446.226,358.099,30.644,6.624,289.634,4.29,1139.711,778.582,107.414,382.534,,271.086,,6.184,
1992-05-17,28.978,415.639,326.412,14.33,4.358,403.722,4.67,1054.079,554.764,77.092,305.139,,213.837,,5.736,
1992-05-18,16.986,458.057,273.091,12.587,3.43,407.989,4.535,944.099,300.774,81.799,180.115,,171.219,,5.162,
1992-05-19,10.329,581.293,202.089,11.732,3.195,388.809,4.206,839.499,145.07,28.125,116.987,,135.742,,4.732,
1992-05-20,7.567,667.975,141.367,8.886,2.72,359.753,3.879,731.765,100.068,14.33,80.689,,103.601,,4.473,
1992-05-21,5.598,667.975,91.369,7.283,2.347,341.117,3.83,622.761,66.667,11.848,51.027,,62.587,,4.387,
1992-05-22,3.542,629.118,59.863,5.907,2.279,320.842,3.496,513.579,52.541,8.461,41.076,,49.71,,4.205,
1992-05-23,2.888,577.387,45.035,5.804,1.861,313.548,3.46,406.402,44.28,7.866,23.773,,42.749,,3.809,
1992-05-24,2.729,516.218,34.536,5.054,1.817,268.675,3.487,320.921,38.386,7.416,19.953,,35.386,,3.763,
1992-05-25,2.516,456.95,28.711,4.286,1.817,234.136,4.082,219.129,31.471,7.87,14.027,,26.835,,3.476,
1992-05-26,2.42,384.574,26.712,4.128,1.851,198.402,6.201,138.639,28.158,8.378,12.371,,24.746,,3.455,
1992-05-27,1.989,351.07,57.973,8.375,2.268,149.317,9.7,106.704,26.66,10.456,12.046,,22.473,,3.455,
1992-05-28,1.812,312.903,76.435,68.689,2.312,117.115,13.482,107.673,27.734,14.644,15.008,,40.534,,3.447,
1992-05-29,1.559,269.923,76.908,82.178,2.339,99.187,10.068,136.472,53.534,27.274,24.246,,61.452,,3.334,
1992-05-30,1.543,228.181,79.789,36.661,2.64,94.382,5.88,177.416,90.5,32.081,35.437,,75.693,,3.326,
1992-05-31,1.543,192.268,85.446,35.069,2.347,92.366,4.959,237.128,152.827,30.709,46.829,,84.703,,3.326,
1992-06-01,1.481,168.089,89.195,15.862,2.279,96.651,4.513,257.659,168.159,19.523,60.308,,90.545,,,
1992-06-02,1.336,159.704,106.353,12.831,1.921,106.939,4.017,253.897,160.952,21.368,66.257,,95.76,,,
1992-06-03,24.925,180.442,148.569,14.12,2.657,117.138,6.499,269.08,152.476,24.681,72.136,,119.724,,,
1992-06-04,47.901,203.872,188.804,41.317,3.169,142.884,17.732,309.716,137.586,36.151,77.732,,130.091,,,
1992-06-05,127.642,266.967,284.89,82.706,3.422,186.118,,477.593,137.078,171.352,132.276,,216.421,,,
1992-06-06,384.573,432.304,335.281,160.088,4.146,250.561,,1111.409,183.677,406.039,314.67,,574.503,,,
1992-06-07,277.596,678.468,358.111,148.726,3.875,267.036,,1433.579,246.425,217.496,1064.979,,934.504,,,
1992-06-08,196.44,689.93,373.941,84.695,3.852,300.938,,1890.069,477.354,59.064,790.403,,711.819,,,
1992-06-09,223.591,693.557,381.299,120.751,4.275,342.042,,1923.838,726.263,167.581,750.085,,458.975,,,
1992-06-10,125.368,719.978,353.098,112.397,6.079,422.982,56.089,1580.76,758.979,145.329,414.32,,322.459,,,
1992-06-11,65.902,826.204,324.806,55.088,6.66,461.625,30.222,1271.486,586.562,119.514,306.445,,254.527,,,
1992-06-12,40.224,927.14,277.889,26.023,4.952,432.316,18.664,1074.15,341.532,85.902,233.413,,209.06,,,
1992-06-13,22.684,883.862,223.005,14.871,3.827,397.595,12.774,927.019,238.13,61.22,172.487,,168.763,,,
1992-06-14,16.501,791.01,170.255,13.492,3.443,367.493,6.78,805.347,200.117,37.737,133.044,,142.241,,,
1992-06-15,10.49,706.552,121.091,12.68,3.597,347.755,6.024,685.621,185.47,28.725,96.58,,114.498,,,
1992-06-16,11.947,650.101,92.344,12.885,3.254,328.077,4.562,595.737,170.642,19.106,72.585,,92.972,,,
1992-06-17,18.291,593.722,71.163,15.941,3.18,308.696,3.894,507.661,152.302,17.635,61.924,,85.429,,,
1992-06-18,13.845,531.619,52.234,19.371,2.747,282.133,3.777,415.707,114.552,23.333,52.548,,79.723,,,
1992-06-19,9.733,473.488,38.66,14.743,2.748,251.59,3.481,352.793,90.128,23.118,36.464,,67.286,,,
1992-06-20,7.407,422.654,33.029,13.157,4.557,233.939,3.46,282.299,75.723,17.616,29.739,,52.988,,,
1992-06-21,14.532,386.633,31.877,58.84,26.067,207.281,3.487,210.048,141.116,17.842,26.97,,42.563,,,
1992-06-22,29.608,368.541,31.049,223.634,42.957,183.057,3.822,170.437,506.3,29.47,30.444,,41.18,,,
1992-06-23,28.625,359.707,39.582,109.521,38.047,159.517,3.874,165.139,950.913,36.97,40.775,,58.747,,,
1992-06-24,31.793,358.778,44.374,73.377,32.849,143.13,4.244,196.299,1086.158,45.293,49.363,,64.919,,,
1992-06-25,40.049,356.533,38.143,57.449,17.7,137.227,5.733,204.935,1251.685,53.44,48.986,,68.175,,,
1992-06-26,59.766,341.519,42.682,61.325,10.785,147.534,9.116,194.253,1141.073,50.828,112.08,,70.321,,,
1992-06-27,69.162,328.697,66.887,43.404,6.98,167.571,14.039,180.833,758.441,43.942,116.767,,64.919,,,
1992-06-28,62.724,321.748,78.539,24.185,5.49,193.027,12.89,178.159,445.756,33.537,90.638,,61.964,,,
1992-06-29,30.219,322.756,71.825,16.468,4.238,207.963,7.563,184.03,287.435,23.645,69.784,,72.812,,,
1992-06-30,19.196,328.944,70.539,14.401,3.45,218.565,5.706,202.179,186.924,19.355,59.183,,76.276,,,
1992-07-01,17.358,329.705,77.036,12.721,3.386,229.457,5.628,223.888,141.307,15.987,55.406,,70.634,,6.895,
1992-07-02,14.907,328.308,78.232,12.223,3.339,239.118,5.22,224.242,112.13,14.679,59.838,,59.367,,5.441,
1992-07-03,12.97,327.674,68.677,11.683,2.762,248.065,5.165,205.334,85.235,13.761,73.761,,52.27,,4.445,
1992-07-04,9.56,327.801,54.678,10.792,2.675,265.878,4.816,182.495,67.596,11.312,62.015,,44.601,,4.127,
1992-07-05,6.57,328.816,39.997,8.402,2.347,280.469,4.303,157.762,56.769,9.883,48.461,,38.387,,4.11,
1992-07-06,5.045,331.742,34.365,8.125,2.312,277.834,4.103,134.261,49.658,8.635,34.887,,35.193,,3.94,
1992-07-07,3.961,335.833,31.83,8.04,2.312,265.815,3.879,113.582,44.256,7.943,25.68,,30.646,,3.788,
1992-07-08,3.723,337.887,30.076,6.741,2.279,248.837,3.851,101.516,38.753,7.377,21.927,,27.869,,3.76,
1992-07-09,3.689,335.962,28.685,6.017,1.861,231.759,3.783,94.075,35.858,6.375,18.906,,24.677,,3.701,
1992-07-10,3.213,327.809,26.199,4.401,1.817,210.07,3.765,88.473,34.808,5.501,15.474,,22.254,,3.472,
1992-07-11,2.453,312.919,23.01,4.115,1.817,183.074,3.63,81.023,33.985,5.216,13.766,,20.788,,3.455,
1992-07-12,1.949,291.527,21.306,4.092,1.817,154.647,3.606,75.494,33.255,4.806,11.439,,18.655,,3.455,
1992-07-13,1.676,264.466,17.45,8.713,3.485,129.809,3.474,70.6,43.334,5.742,10.374,,17.45,,5.508,
1992-07-14,38.463,274.713,51.808,46.004,32.978,131.127,3.46,89.752,255.556,15.04,21.144,,37.07,,44.23,
1992-07-15,93.24,294.624,76.852,153.371,59.627,168.306,3.46,158.45,459.033,37.74,55.93,,64.778,,79.586,
1992-07-16,60.036,324.972,62.937,92.767,37.547,138.515,3.45,180.72,542.946,45.101,58.753,,90.658,,42.422,
1992-07-17,59.117,342.018,42.531,39.703,15.516,125.0,3.332,208.061,590.357,46.238,61.192,,98.894,,15.481,
1992-07-18,58.226,330.111,68.987,31.646,7.444,134.371,3.474,249.068,653.809,36.823,121.024,,106.756,,8.374,
1992-07-19,47.509,308.243,87.352,24.75,5.09,148.013,3.822,269.153,584.843,24.432,184.343,,110.188,,7.036,
1992-07-20,24.854,289.23,84.032,69.318,4.257,167.034,3.885,264.439,391.512,16.353,132.975,,98.896,,6.594,
1992-07-21,18.905,271.317,73.765,66.979,3.768,180.545,4.268,250.543,248.051,15.088,83.602,,86.683,,5.522,
1992-07-22,15.981,264.391,57.33,43.213,3.409,196.708,4.708,235.686,183.722,13.761,60.387,,70.865,,5.121,
1992-07-23,12.735,268.281,41.813,18.427,3.374,212.966,5.136,214.591,186.761,11.224,47.929,,55.343,,4.654,
1992-07-24,9.867,274.283,33.869,13.899,3.195,222.413,5.21,174.043,203.668,8.372,38.356,,40.527,,4.336,
1992-07-25,7.465,281.051,28.766,12.442,2.747,233.65,5.971,133.309,178.563,7.866,30.597,,30.564,,4.123,
1992-07-26,5.171,286.122,27.014,11.792,2.701,215.731,8.915,103.829,116.885,7.296,25.007,,26.078,,4.118,
1992-07-27,3.976,288.138,24.857,11.862,2.701,197.878,10.888,86.83,83.623,7.367,21.219,,23.613,,4.118,
1992-07-28,4.528,282.231,28.361,13.882,2.701,176.103,10.311,80.675,62.72,7.606,19.666,,27.366,,4.118,
1992-07-29,5.733,268.65,30.043,15.411,2.701,144.951,6.832,81.678,53.377,8.512,20.65,,31.732,,4.114,
1992-07-30,6.919,248.943,44.887,13.197,2.701,119.793,4.559,88.253,48.259,9.621,23.506,,39.296,,4.031,
1992-07-31,12.794,226.796,75.117,11.93,2.701,109.937,3.894,104.33,45.136,9.835,29.213,,52.294,,3.984,
1992-08-01,18.776,204.855,70.561,11.683,2.701,101.18,3.857,132.202,42.881,11.454,37.541,,70.018,,3.984,
1992-08-02,20.85,184.973,62.132,11.478,2.675,97.125,3.851,158.891,40.196,17.07,47.373,,77.147,,3.972,
1992-08-03,20.44,169.161,65.534,8.346,2.347,102.919,3.783,190.629,36.994,17.705,56.337,,80.818,,3.708,
1992-08-04,18.075,162.989,83.599,6.645,2.312,113.338,3.77,200.079,34.508,14.315,61.708,,80.53,,3.471,
1992-08-05,13.539,163.258,90.368,5.836,2.312,123.187,3.703,192.658,32.911,10.451,60.802,,77.538,,3.448,
1992-08-06,9.174,168.789,83.0,5.761,2.312,136.871,3.69,182.872,32.827,8.037,50.324,,69.425,,3.336,
1992-08-07,5.965,181.161,67.933,5.135,2.513,169.365,3.618,176.096,32.827,7.02,35.578,,54.326,,3.323,
1992-08-08,4.645,198.574,52.215,6.139,3.281,194.644,3.545,161.16,33.912,6.299,24.626,,40.638,,3.225,
1992-08-09,3.651,219.358,40.559,10.489,3.23,217.572,3.533,138.261,36.996,5.902,19.262,,29.175,,3.14,
1992-08-10,2.428,239.183,32.093,11.543,3.083,215.752,3.467,109.179,40.724,5.719,15.781,,22.885,,3.135,
1992-08-11,2.255,253.018,24.928,8.356,2.747,200.74,3.46,83.238,45.592,5.526,13.054,,19.988,,3.135,
1992-08-12,2.218,257.262,19.851,5.642,2.602,176.614,3.46,68.334,45.082,4.752,11.095,,18.087,,3.124,
1992-08-13,2.066,248.814,16.951,4.562,2.347,135.184,3.46,60.261,41.005,3.906,9.296,,16.268,,2.954,
1992-08-14,1.897,223.403,14.013,4.075,2.186,103.177,3.455,54.916,36.855,3.474,8.155,,15.105,,2.831,
1992-08-15,1.876,180.931,14.314,3.71,1.861,91.97,3.39,50.637,34.194,3.437,7.517,,14.529,,2.822,
1992-08-16,1.84,134.176,13.809,3.1,1.817,80.318,3.378,47.89,30.453,3.424,6.916,,13.692,,2.822,
1992-08-17,1.887,95.048,13.779,2.935,1.817,73.756,3.315,45.399,27.489,3.229,6.031,,12.877,,2.822,
1992-08-18,1.883,69.942,13.485,2.844,1.817,68.7,3.303,43.429,25.337,3.004,5.642,,12.367,,2.822,
1992-08-19,1.818,56.813,12.131,2.771,1.817,65.432,3.24,41.521,23.727,2.984,5.364,,11.958,,2.822,
1992-08-20,1.743,49.384,12.043,2.572,1.817,62.41,3.228,38.834,21.078,2.981,5.324,,11.312,,2.822,
1992-08-21,1.566,43.882,12.014,2.344,1.817,41.564,3.165,37.432,18.921,2.946,5.388,,10.999,,2.822,
1992-08-22,1.485,39.403,11.427,2.493,2.311,24.893,3.154,39.601,25.917,3.141,5.354,,10.691,5.831,3.269,
1992-08-23,4.568,41.695,11.474,7.743,8.71,21.573,3.092,40.976,57.096,3.983,5.37,,10.541,43.173,10.282,
1992-08-24,8.426,52.181,14.103,33.797,22.21,27.618,3.086,41.843,88.968,4.74,5.66,,11.04,85.911,12.007,
1992-08-25,6.853,60.35,13.006,27.956,12.87,39.1,3.086,43.126,98.881,4.999,7.177,,12.567,93.545,9.212,
1992-08-26,5.031,66.847,15.059,12.056,6.213,50.133,3.081,44.037,94.487,4.76,8.879,,13.365,50.341,5.756,
1992-08-27,4.329,81.12,17.256,6.081,3.923,69.561,3.02,45.398,89.882,4.476,12.304,,13.365,21.622,4.42,
1992-08-28,3.723,96.54,19.665,4.536,2.785,81.294,3.008,47.102,86.011,3.5,13.903,,12.381,12.09,3.911,
1992-08-29,3.546,108.575,21.106,3.737,2.701,97.681,2.948,47.367,81.543,2.972,13.258,,10.707,10.059,3.967,
1992-08-30,3.366,121.468,20.804,4.256,4.337,110.947,2.942,46.246,135.706,3.047,11.684,,9.896,61.51,22.26,
1992-08-31,4.659,133.587,20.402,15.732,27.586,121.415,3.004,46.499,290.447,3.393,9.44,,9.319,87.361,67.011,
1992-09-01,5.252,147.264,20.541,46.003,40.956,124.13,3.775,47.178,398.707,3.376,8.77,,11.461,100.309,96.723,
1992-09-02,4.797,161.019,17.618,55.101,21.048,120.774,3.857,48.236,401.219,4.032,11.466,,12.567,94.436,51.663,
1992-09-03,4.153,165.424,14.58,23.18,9.639,109.015,3.857,46.422,309.488,4.863,13.037,,13.306,57.673,15.684,
1992-09-04,3.439,162.416,12.191,13.059,5.722,87.087,3.83,44.271,257.87,4.19,11.458,,12.617,33.694,8.456,
1992-09-05,2.687,142.463,12.118,10.006,3.969,66.698,3.496,43.362,226.438,3.674,9.335,,11.652,19.956,6.851,
1992-09-06,2.156,117.877,13.647,8.116,3.393,47.887,3.46,41.132,159.406,3.178,9.085,,9.559,14.655,5.916,
1992-09-07,1.897,85.357,13.4,6.326,3.134,37.538,3.46,35.316,109.479,2.833,8.25,,8.587,12.427,4.993,
1992-09-08,1.883,63.14,12.058,4.912,2.74,31.104,3.46,31.355,75.608,2.581,7.194,,7.538,10.075,4.527,
1992-09-09,1.797,50.471,10.992,4.286,2.701,27.264,3.455,28.315,45.046,2.401,6.516,,6.757,9.065,4.224,
1992-09-10,1.74,44.159,10.38,4.092,2.701,25.873,3.39,25.863,37.8,2.167,4.956,,6.392,9.028,4.01,
1992-09-11,1.74,41.741,11.837,4.092,3.226,24.52,3.384,25.617,61.412,2.219,4.596,,6.341,13.101,4.499,
1992-09-12,1.74,44.625,48.613,6.461,7.073,24.101,3.378,36.006,248.272,3.703,4.674,,10.09,22.689,4.984,
1992-09-13,1.957,48.429,29.945,20.113,6.291,30.437,3.315,64.44,287.778,5.005,7.637,,20.593,40.491,5.223,
1992-09-14,3.167,54.756,15.987,17.579,5.253,37.753,3.293,80.725,221.318,6.99,10.321,,29.303,44.532,5.349,
1992-09-15,3.697,60.497,12.884,11.316,4.126,40.16,3.105,75.457,172.928,7.655,8.878,,32.751,28.809,4.653,
1992-09-16,3.673,65.882,16.02,6.639,3.323,43.03,3.076,68.456,152.126,7.015,7.132,,27.555,17.168,3.935,
1992-09-17,2.84,70.379,17.925,5.187,2.747,45.712,2.955,64.316,111.714,4.979,6.733,,23.194,13.301,4.294,
1992-09-18,1.915,72.522,17.23,35.024,2.701,54.69,2.942,58.602,124.625,3.81,9.866,,17.997,12.744,13.584,
1992-09-19,1.751,77.172,15.705,50.164,2.979,63.356,2.937,51.363,159.992,3.184,13.932,,11.533,14.172,13.334,
1992-09-20,1.74,83.653,14.341,39.13,4.537,64.348,2.877,45.626,155.338,2.746,18.323,,10.323,21.908,8.884,
1992-09-21,1.751,88.134,13.826,15.302,5.029,68.584,2.862,39.728,135.423,2.56,23.866,,9.414,18.039,6.07,
