,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Paso Baltasar,Paso de Coelho,Paso Manuel Diaz,Bequelo
2007-08-17,13.24,149.642,93.22,2.576,166.661,7.385,175.084,,63.349,62.267,4.543
2007-08-18,24.252,156.868,119.021,2.576,190.612,6.834,215.337,,55.156,94.137,4.133
2007-08-19,61.521,183.885,128.936,2.576,240.42,24.108,290.097,,91.473,113.406,3.781
2007-08-20,116.388,225.605,147.307,2.576,293.375,34.664,421.526,,280.97,136.598,3.079
2007-08-21,100.972,264.954,172.676,2.576,428.546,23.268,512.631,,362.046,148.256,2.805
2007-08-22,81.048,307.305,183.397,2.576,636.713,9.031,488.734,,415.049,154.957,2.546
2007-08-23,53.015,408.854,172.983,2.576,620.503,5.139,452.417,,357.072,145.991,2.344
2007-08-24,53.746,696.928,155.948,2.605,548.589,20.565,430.961,,286.778,137.804,2.287
2007-08-25,49.951,759.51,138.693,2.938,506.128,23.222,436.57,,234.812,120.704,4.366
2007-08-26,42.56,711.967,115.552,3.181,468.12,11.998,439.107,,142.807,96.918,11.476
2007-08-27,59.893,667.086,85.659,6.388,426.573,7.182,433.847,,113.887,75.473,25.325
2007-08-28,51.852,619.838,61.537,8.243,387.638,5.296,382.567,,143.558,55.836,22.184
2007-08-29,41.577,567.72,45.628,6.771,351.241,4.515,328.62,,122.669,41.756,8.624
2007-08-30,30.379,512.048,34.884,3.726,325.426,4.223,264.973,,95.504,31.385,4.965
2007-08-31,20.944,449.276,29.992,2.997,301.593,3.968,178.786,,71.768,24.743,4.442
2007-09-01,15.379,381.958,27.302,2.967,254.134,3.806,117.93,,50.657,20.681,4.115
2007-09-02,11.19,344.224,23.627,2.967,212.752,3.523,87.709,,36.295,18.213,3.398
2007-09-03,8.694,299.758,18.796,2.997,163.133,2.706,71.703,,28.387,16.674,3.135
2007-09-04,5.749,244.322,18.505,3.355,89.022,2.495,60.552,,23.009,15.632,3.135
2007-09-05,4.173,183.63,18.505,3.386,63.958,2.495,53.597,,19.101,14.757,3.152
2007-09-06,3.487,125.952,18.44,3.355,61.836,2.495,50.551,,16.328,14.301,3.479
2007-09-07,2.878,82.142,17.319,2.997,47.546,2.476,48.808,,14.483,13.935,4.7
2007-09-08,2.591,58.701,15.738,2.938,36.103,2.23,45.532,,13.484,13.478,4.992
2007-09-09,2.47,46.838,15.081,2.578,34.495,2.009,44.33,,12.566,12.809,4.184
2007-09-10,2.251,39.298,15.06,2.43,33.668,1.853,43.784,,11.602,11.914,4.1
2007-09-11,1.964,34.036,14.315,5.388,30.793,1.842,38.691,,10.516,10.76,6.076
2007-09-12,1.848,29.782,13.472,11.571,23.956,1.842,34.952,,9.476,9.898,32.564
2007-09-13,1.783,26.48,12.812,16.34,22.306,1.826,32.957,,8.631,9.391,76.326
2007-09-14,1.67,24.052,12.458,19.153,22.228,1.634,31.354,,8.101,9.243,27.868
2007-09-15,1.626,22.522,12.485,24.19,20.905,1.603,30.381,,7.674,9.857,9.28
2007-09-16,1.596,21.245,12.901,18.968,19.479,1.469,29.791,,7.455,11.57,7.398
2007-09-17,1.572,19.762,13.089,11.144,18.166,1.426,29.551,,7.618,12.462,9.665
2007-09-18,2.111,19.581,19.381,12.933,20.599,1.562,31.487,,9.897,22.791,169.779
2007-09-19,5.669,27.184,32.532,27.655,32.344,4.762,47.16,,11.387,42.691,244.421
2007-09-20,13.012,39.88,32.442,41.885,43.789,5.181,75.251,,21.167,55.082,81.03
2007-09-21,17.9,48.013,34.929,26.106,52.551,4.028,97.886,,32.696,57.111,20.478
2007-09-22,19.317,54.211,48.524,12.675,61.164,6.129,128.085,,46.227,48.643,9.078
2007-09-23,16.312,59.921,63.163,7.25,72.243,5.75,143.927,,62.129,40.765,5.993
2007-09-24,13.206,64.681,75.763,5.318,77.837,4.618,142.636,,72.46,35.853,5.193
2007-09-25,9.917,68.702,69.084,3.91,77.707,3.509,135.55,,65.449,37.518,4.491
2007-09-26,6.555,70.108,57.86,3.418,75.641,2.905,133.493,,48.994,40.872,3.83
2007-09-27,4.11,68.718,53.237,3.327,75.282,2.528,133.493,,40.181,38.899,3.487
2007-09-28,3.346,66.955,52.492,2.609,73.765,2.495,132.706,,36.866,34.861,3.438
2007-09-29,3.115,67.921,50.544,2.24,83.144,2.476,123.359,,35.349,28.08,3.165
2007-09-30,2.72,71.36,42.062,2.214,89.985,2.13,109.37,,31.465,19.669,3.135
2007-10-01,2.187,76.135,32.845,2.214,96.275,2.013,89.484,,24.5,14.714,3.152
2007-10-02,1.774,79.76,25.776,2.214,90.885,1.903,66.572,,18.159,12.33,5.78
2007-10-03,2.777,79.05,21.719,2.299,78.157,2.552,51.03,,13.821,12.095,22.452
2007-10-04,18.659,76.822,17.986,3.716,63.826,8.507,43.269,,11.503,11.763,75.185
2007-10-05,18.474,76.604,16.306,8.442,51.954,43.347,46.593,,11.866,11.361,120.583
2007-10-06,125.18,136.363,23.227,32.189,97.436,62.198,141.953,,39.479,18.628,64.746
2007-10-07,187.451,257.391,37.517,64.989,176.334,51.876,217.726,,111.651,43.932,70.444
2007-10-08,134.021,358.733,36.678,43.901,184.376,28.65,182.066,,215.277,64.521,53.728
2007-10-09,85.646,362.751,30.59,38.936,195.003,7.46,151.702,,295.301,76.448,69.279
2007-10-10,97.551,348.773,30.895,34.005,225.253,19.826,169.711,,297.586,63.558,139.332
2007-10-11,67.752,337.289,38.384,35.916,243.917,11.469,179.534,,237.919,47.006,99.568
2007-10-12,117.192,350.634,55.846,64.246,263.23,52.082,217.782,,195.959,66.192,77.21
2007-10-13,161.408,390.236,71.926,107.882,289.635,57.452,307.761,,249.74,102.633,96.579
2007-10-14,151.554,459.941,60.396,66.179,298.702,28.454,295.126,,265.517,109.111,80.237
2007-10-15,78.935,465.401,44.674,32.992,298.943,13.273,278.095,,288.613,120.784,47.558
2007-10-16,51.766,421.587,40.582,13.884,290.477,8.326,263.137,,242.106,122.367,14.315
2007-10-17,35.985,376.323,40.473,8.979,275.48,7.043,247.311,,158.567,102.878,9.775
2007-10-18,20.123,352.088,38.454,7.553,256.344,6.261,229.628,,99.937,72.393,7.888
2007-10-19,14.857,325.366,33.686,6.74,229.233,5.306,208.934,,68.08,43.068,5.571
2007-10-20,9.904,294.528,29.079,6.139,205.331,4.711,174.472,,44.195,23.806,4.508
2007-10-21,6.024,259.12,25.418,5.905,169.651,3.364,119.573,,29.78,17.434,4.133
2007-10-22,3.926,219.525,20.312,5.864,137.252,2.872,73.227,,21.386,15.654,3.798
2007-10-23,2.928,173.997,16.542,5.346,94.617,2.509,53.663,,16.024,14.058,3.469
2007-10-24,2.128,122.034,13.828,4.851,59.871,2.167,44.935,,12.798,12.288,3.165
2007-10-25,1.791,73.027,12.473,4.892,37.914,2.107,39.204,,10.649,10.802,3.152
2007-10-26,1.846,49.018,12.132,6.783,30.528,3.006,35.315,,9.18,9.619,3.442
2007-10-27,2.339,39.312,18.764,11.049,24.182,2.918,35.314,,8.555,15.512,3.788
2007-10-28,2.904,35.925,21.341,14.333,21.574,2.206,49.058,,9.021,15.463,4.395
2007-10-29,4.54,34.059,44.965,12.654,22.167,2.042,155.505,,18.004,56.679,4.46
2007-10-30,9.271,37.651,62.94,9.553,31.37,1.985,250.495,,33.963,82.787,4.442
2007-10-31,14.544,43.504,49.157,7.578,41.885,1.903,226.609,,52.766,101.22,4.098
2007-11-01,19.196,52.33,41.549,6.221,,1.847,216.19,,111.526,115.747,3.228
2007-11-02,24.112,66.483,43.192,5.346,,1.842,216.047,,156.967,120.483,3.135
2007-11-03,22.577,79.511,49.758,4.814,,1.842,215.087,,136.238,110.464,3.118
2007-11-04,18.819,90.122,56.666,4.278,,1.842,211.716,,99.537,89.885,2.563
2007-11-05,13.827,99.446,57.636,3.422,,1.842,206.559,,69.755,65.964,2.205
2007-11-06,10.828,108.764,55.383,2.997,,1.842,196.19,,44.681,38.198,1.961
2007-11-07,6.515,117.286,50.625,2.812,,1.842,170.95,,29.617,18.927,1.933
2007-11-08,3.626,123.818,40.88,2.576,,1.842,124.091,,20.596,13.479,1.933
2007-11-09,2.413,126.886,30.872,2.576,,1.842,83.544,,14.543,11.603,1.933
2007-11-10,1.924,125.991,21.433,2.576,,1.842,60.918,,11.686,11.068,1.933
2007-11-11,2.327,125.372,15.209,2.55,,1.834,46.784,,20.592,9.802,1.933
2007-11-12,7.05,118.489,12.078,2.24,,1.736,38.408,,26.084,8.719,1.933
2007-11-13,12.146,93.279,9.807,2.214,,1.718,33.043,,24.867,7.729,1.933
2007-11-14,15.259,66.839,8.347,2.214,,1.624,29.355,,19.099,7.005,1.918
2007-11-15,13.054,52.496,7.796,2.214,,1.593,26.061,,14.092,6.345,1.682
2007-11-16,9.143,47.025,7.169,2.386,,1.56,23.699,,10.75,5.846,1.656
2007-11-17,7.196,44.098,6.909,2.969,,1.56,22.371,,8.768,5.443,1.656
2007-11-18,5.892,40.999,6.628,3.603,,1.87,21.855,,7.657,5.378,1.656
2007-11-19,3.623,37.859,7.637,5.687,,2.619,20.753,,6.666,5.55,1.556
2007-11-20,2.374,36.508,7.149,12.802,,2.495,20.535,,5.943,5.722,1.389
2007-11-21,2.336,31.617,6.133,12.967,,2.476,20.241,,6.515,5.618,1.389
2007-11-22,5.527,25.457,5.255,7.721,,2.23,18.159,,6.609,5.462,1.389
2007-11-23,2.865,21.131,6.353,5.353,,2.014,17.35,,5.481,5.307,1.389
2007-11-24,1.81,19.015,9.037,4.033,,1.64,16.908,,4.517,5.107,1.389
2007-11-25,1.533,18.947,10.087,3.002,,1.462,19.154,,3.831,4.723,1.376
2007-11-26,1.383,17.91,8.913,2.605,,1.36,20.535,,3.464,4.593,1.159
2007-11-27,1.278,15.776,6.55,2.576,,1.307,19.781,,3.28,4.342,1.135
2007-11-28,1.198,14.083,4.368,2.55,,1.186,17.006,,3.162,4.013,1.135
2007-11-29,1.078,14.387,3.47,2.24,,1.04,14.025,,2.896,3.639,1.135
2007-11-30,0.947,30.881,3.715,2.214,,0.961,11.83,,2.581,3.304,1.135
2007-12-01,0.914,15.431,3.721,2.214,,0.918,10.3,,2.22,3.046,1.122
2007-12-02,0.851,10.428,3.49,2.182,,0.883,9.38,,1.916,2.848,0.916
2007-12-03,0.811,9.064,3.47,1.801,,0.879,8.29,,1.688,2.679,0.893
2007-12-04,0.808,7.972,3.248,1.769,,0.879,7.53,,1.592,2.496,0.893
2007-12-05,0.808,6.861,2.865,1.713,,0.879,7.218,,1.469,2.429,0.893
2007-12-06,0.805,6.005,2.772,1.053,,0.879,6.479,,1.369,2.407,0.893
2007-12-07,0.759,5.468,2.644,0.997,,0.877,5.99,,1.28,2.321,0.893
2007-12-08,0.726,4.954,2.409,0.997,,0.841,5.628,,1.234,2.278,0.893
2007-12-09,0.723,4.165,2.146,0.997,,0.764,5.335,,1.181,2.337,0.893
2007-12-10,0.706,3.398,2.132,0.997,,0.737,5.401,,1.133,2.253,0.906
2007-12-11,0.691,3.288,2.132,0.997,,0.717,5.7,,1.083,2.109,1.112
2007-12-12,0.665,3.352,2.121,0.963,,0.704,4.981,,0.907,2.033,1.122
2007-12-13,0.646,3.218,1.976,0.56,,0.704,4.479,,0.626,1.94,0.916
2007-12-14,0.636,3.09,1.834,0.525,,0.704,4.325,,0.567,1.881,0.893
2007-12-15,0.608,2.879,1.811,0.525,,0.699,4.323,,0.545,1.838,0.893
2007-12-16,0.607,2.517,1.679,0.506,,0.646,3.959,,0.516,1.831,0.893
2007-12-17,0.586,2.289,1.5,0.274,,0.64,3.525,,0.492,1.772,0.893
2007-12-18,0.552,2.194,1.409,0.254,,0.64,3.443,,0.467,1.711,0.893
2007-12-19,0.549,2.123,1.401,0.254,,0.638,3.178,,0.467,1.699,0.893
2007-12-20,0.523,2.044,1.297,0.254,,0.612,2.928,,0.442,1.662,0.893
2007-12-21,0.494,2.044,1.286,0.254,,0.61,3.138,,0.409,1.634,0.893
2007-12-22,0.447,1.989,1.286,0.254,,0.61,2.878,,0.375,1.613,0.893
2007-12-23,0.43,1.906,1.286,0.254,,0.606,2.652,,0.375,1.568,0.893
2007-12-24,0.446,1.933,1.286,0.254,,0.804,2.687,,0.341,1.594,0.893
2007-12-25,0.513,2.511,1.286,0.274,,14.675,4.758,,0.341,1.669,0.906
2007-12-26,0.551,4.124,1.286,0.506,,18.201,4.143,,0.387,1.704,1.125
2007-12-27,0.589,4.141,1.303,0.525,,11.471,3.446,,0.556,1.704,1.352
2007-12-28,4.136,11.182,1.827,0.525,,21.776,4.752,,0.656,1.924,1.146
2007-12-29,58.403,55.272,2.215,0.56,,20.606,7.519,,5.784,3.269,0.916
2007-12-30,37.086,74.668,3.498,0.963,,12.696,23.03,,22.34,2.63,0.893
2007-12-31,14.04,65.734,3.949,0.997,,5.331,33.092,,28.182,2.288,0.893
2008-01-01,9.594,49.196,3.526,0.997,18.05,2.645,32.808,,29.2,2.254,0.893
2008-01-02,4.193,31.015,3.751,1.112,31.165,2.495,27.081,,24.35,2.078,0.893
2008-01-03,2.005,21.909,3.7,2.728,41.574,2.495,22.538,,15.705,1.952,0.881
2008-01-04,1.632,21.919,3.336,7.797,39.396,2.485,17.791,,9.922,1.893,0.688
2008-01-05,1.414,22.796,2.688,9.472,38.841,2.353,12.906,,6.81,2.108,0.666
2008-01-06,1.227,20.704,2.303,6.437,35.377,2.162,9.723,,4.508,3.12,0.666
2008-01-07,1.117,15.983,2.381,3.93,21.834,2.028,7.651,,3.134,2.592,0.655
2008-01-08,1.005,11.969,3.486,2.843,9.912,1.909,7.259,,2.356,2.727,0.476
2008-01-09,0.984,9.362,4.083,2.576,6.885,1.847,8.263,,1.957,2.488,0.456
2008-01-10,0.963,8.078,3.512,2.55,6.012,1.842,9.411,,1.646,2.062,0.456
2008-01-11,0.943,8.224,2.814,2.24,4.392,1.838,9.076,,1.415,2.0,0.456
2008-01-12,0.961,10.179,2.311,2.182,4.944,1.784,7.498,,1.326,2.026,0.456
2008-01-13,0.963,10.623,1.997,1.745,6.601,1.666,5.699,,1.177,1.922,0.456
2008-01-14,0.958,10.359,2.309,1.053,6.034,1.614,4.68,,1.009,1.906,0.456
2008-01-15,0.861,9.096,2.814,0.997,6.885,1.61,4.159,,0.882,1.849,0.456
2008-01-16,0.75,8.281,2.834,1.54,6.885,1.565,4.984,,0.843,1.944,0.456
2008-01-17,0.745,9.654,2.578,9.988,6.885,1.553,6.481,0.475,0.938,2.009,0.456
2008-01-18,0.778,11.035,2.151,13.142,6.012,1.454,6.255,0.475,1.05,1.877,0.456
2008-01-19,0.838,11.893,1.926,9.231,4.98,1.32,5.603,0.475,1.095,1.86,0.456
2008-01-20,0.771,11.69,1.754,5.5,4.98,1.294,4.759,0.44,1.151,1.881,0.456
2008-01-21,0.763,10.694,1.491,2.752,4.98,1.139,4.39,0.456,1.239,1.778,0.446
2008-01-22,0.766,9.826,1.251,2.208,4.98,1.098,3.944,0.489,1.288,1.715,0.286
2008-01-23,0.764,9.219,1.162,1.745,4.902,1.047,3.312,0.511,1.164,1.674,0.268
2008-01-24,0.711,8.43,1.063,1.053,3.666,0.948,3.149,0.474,0.978,1.637,0.268
2008-01-25,0.648,7.674,0.967,0.997,3.527,0.878,2.817,0.436,0.833,1.599,0.268
2008-01-26,0.645,6.962,0.957,0.997,2.663,0.813,2.459,0.4,0.702,1.526,0.268
2008-01-27,0.645,6.01,0.957,0.997,1.642,0.801,2.459,0.372,0.638,1.49,0.268
2008-01-28,0.642,5.082,0.957,0.963,1.642,0.743,2.459,0.372,0.562,1.449,0.268
2008-01-29,0.609,4.566,0.957,0.56,1.642,0.735,2.458,0.34,0.534,1.44,0.268
2008-01-30,0.592,4.207,1.026,0.525,1.642,0.707,2.114,0.34,0.519,1.514,0.268
2008-01-31,0.569,4.497,1.757,0.525,1.965,0.699,2.126,0.309,0.492,1.538,0.268
2008-02-01,0.569,6.349,1.287,0.525,1.718,0.646,2.45,0.34,0.505,1.568,0.268
2008-02-02,0.662,9.084,1.17,0.525,2.545,0.64,3.409,0.34,1.247,1.545,0.268
2008-02-03,0.942,10.932,1.065,0.525,11.518,0.64,3.666,0.309,2.523,1.594,0.268
2008-02-04,1.076,11.458,0.957,0.525,12.474,0.64,2.987,0.34,2.904,1.546,0.268
2008-02-05,1.079,11.709,0.86,0.525,12.474,0.64,2.687,0.34,2.838,1.541,0.268
2008-02-06,1.079,11.921,0.579,0.525,12.174,0.64,2.688,0.34,2.465,1.55,0.268
2008-02-07,1.079,11.496,0.621,0.525,7.417,0.64,2.925,0.34,2.061,1.494,0.268
2008-02-08,1.065,10.74,0.859,0.551,7.184,0.64,2.857,0.34,1.827,1.563,0.268
2008-02-09,1.054,10.399,0.99,0.994,11.941,0.64,2.926,0.34,1.711,1.794,0.268
2008-02-10,1.009,10.546,1.06,1.955,12.174,0.64,2.925,0.335,1.606,1.899,0.268
2008-02-11,0.963,11.303,1.06,1.954,7.417,0.64,2.863,0.309,1.507,1.927,0.278
2008-02-12,0.942,12.262,1.06,1.769,7.017,0.64,3.187,0.279,1.552,1.979,0.45
2008-02-13,0.94,12.924,1.068,1.728,8.978,0.64,4.11,0.338,1.624,1.785,0.646
2008-02-14,0.94,13.212,1.16,1.071,7.119,0.64,3.723,0.373,1.619,1.655,0.666
2008-02-15,0.988,13.337,1.17,0.997,7.184,0.64,3.277,0.406,1.465,1.586,0.655
2008-02-16,1.219,13.337,1.17,0.997,12.098,0.638,2.925,0.406,1.522,1.567,0.476
2008-02-17,1.373,13.337,1.162,0.972,14.956,0.612,2.641,0.406,1.864,1.506,0.456
2008-02-18,1.333,13.437,1.07,0.57,12.751,0.61,2.393,0.406,1.936,1.47,0.456
2008-02-19,1.276,13.294,1.053,0.525,12.174,0.61,2.245,0.406,1.719,1.453,0.456
2008-02-20,1.16,12.399,0.967,0.525,7.417,0.61,2.342,0.405,1.394,1.428,0.446
2008-02-21,1.083,11.544,0.951,0.525,6.885,0.61,2.191,0.364,1.158,1.383,0.286
2008-02-22,1.079,10.966,0.876,0.525,7.017,0.61,2.042,0.339,0.987,1.345,0.268
2008-02-23,1.079,10.623,0.949,0.525,10.544,0.61,1.852,0.309,0.847,1.316,0.268
2008-02-24,1.02,10.304,0.957,0.525,12.699,0.61,1.805,0.279,0.792,1.3,0.268
2008-02-25,0.881,10.106,0.957,0.525,17.694,0.61,1.673,0.25,0.755,1.259,0.278
2008-02-26,0.848,9.755,0.957,0.801,23.427,0.61,1.673,0.25,0.691,1.256,0.438
2008-02-27,0.811,9.456,0.957,0.997,26.819,0.61,1.76,0.25,0.66,1.246,0.468
2008-02-28,0.826,10.515,1.164,0.997,30.274,0.61,2.451,0.329,0.646,1.438,0.646
2008-02-29,0.984,15.386,1.344,1.042,35.064,0.61,4.283,0.34,1.104,1.993,0.666
2008-03-01,1.178,25.765,1.235,1.741,37.267,0.61,5.362,0.329,2.321,2.607,0.678
2008-03-02,1.47,33.673,1.89,2.353,43.452,0.738,5.628,0.309,3.746,4.192,0.912
2008-03-03,1.775,41.737,1.866,3.524,46.763,3.949,5.426,0.309,4.856,5.847,1.703
2008-03-04,2.069,48.92,2.58,8.393,52.79,3.44,7.104,0.34,6.426,7.69,2.193
2008-03-05,2.691,54.69,4.652,6.917,67.284,2.528,8.496,0.462,6.372,8.302,2.22
2008-03-06,3.767,58.657,6.3,3.07,76.559,2.495,12.62,0.612,5.642,8.046,2.205
2008-03-07,5.146,62.793,6.769,2.357,84.913,2.495,17.981,0.774,4.817,6.486,1.961
2008-03-08,5.698,66.679,6.391,2.182,92.265,2.495,19.704,1.019,4.075,5.078,1.918
2008-03-09,4.561,71.265,4.739,1.801,88.073,2.472,18.452,1.33,3.474,4.262,1.668
2008-03-10,3.066,67.154,3.49,1.713,80.869,2.184,14.696,1.215,2.77,3.367,1.415
2008-03-11,1.96,59.954,2.707,1.053,74.046,2.153,11.411,0.962,2.32,2.9,1.228
2008-03-12,1.688,49.173,2.154,0.997,56.618,2.144,,0.758,2.054,2.572,0.916
2008-03-13,1.471,38.672,1.918,0.963,41.262,2.036,6.533,0.608,1.835,2.093,0.893
2008-03-14,1.308,30.633,1.234,0.56,33.962,2.025,5.665,0.531,1.638,1.748,0.893
2008-03-15,1.175,25.276,1.041,0.525,27.241,2.017,4.639,0.466,1.523,1.613,0.881
2008-03-16,1.036,21.471,1.369,0.525,21.126,1.905,4.144,0.44,1.357,1.556,0.688
2008-03-17,0.951,18.615,1.401,0.525,12.456,1.782,3.65,0.406,1.234,1.483,0.655
2008-03-18,0.854,16.644,1.297,0.525,6.705,1.618,3.361,0.405,1.096,1.436,0.476
2008-03-19,0.831,14.692,1.286,0.525,3.407,1.462,2.925,0.372,0.975,1.38,0.468
2008-03-20,0.821,13.42,1.286,0.525,3.366,1.36,2.862,0.34,0.894,1.358,0.646
2008-03-21,0.808,12.818,1.286,0.525,3.222,1.304,2.926,0.34,0.838,1.306,0.666
2008-03-22,0.805,12.314,1.286,0.525,6.565,1.221,2.867,0.34,0.795,1.267,0.655
2008-03-23,0.761,11.617,1.286,0.525,6.705,1.206,2.334,0.309,0.769,1.23,0.476
2008-03-24,0.745,10.81,1.218,0.525,3.847,1.131,2.244,0.309,0.734,1.2,0.456
2008-03-25,0.745,10.051,1.17,0.56,3.527,1.112,2.043,0.309,0.734,1.197,0.456
2008-03-26,0.745,9.074,1.17,0.963,3.605,0.966,2.043,0.279,0.734,1.197,0.456
2008-03-27,0.748,8.227,1.238,0.997,4.944,0.881,2.195,0.319,0.734,1.338,0.456
2008-03-28,0.8,9.18,1.286,1.053,6.703,0.808,2.629,0.34,0.734,1.61,0.456
2008-03-29,0.839,10.733,1.286,1.713,6.885,0.743,2.46,0.34,0.734,1.452,0.456
2008-03-30,0.83,11.366,1.286,1.769,6.885,0.737,2.461,0.301,0.735,1.475,0.456
2008-03-31,0.83,11.053,1.278,,7.017,0.737,2.686,0.279,0.769,1.541,0.456
2008-04-01,0.83,10.423,1.18,1.713,10.544,0.737,2.685,0.316,0.769,1.677,0.456
2008-04-02,0.83,10.126,1.286,1.053,15.096,0.737,2.46,0.397,0.77,1.597,0.456
2008-04-03,0.83,12.305,1.409,0.963,19.286,0.737,2.459,0.44,0.806,1.481,0.456
2008-04-04,0.83,14.018,1.409,0.56,,0.737,2.461,0.397,0.806,1.472,0.456
2008-04-05,0.83,14.396,1.418,0.525,12.56,0.737,2.685,0.369,0.806,1.624,0.446
2008-04-06,0.83,14.164,1.725,0.525,7.417,0.737,2.46,0.34,0.843,1.598,0.286
2008-04-07,0.83,13.325,1.874,0.525,6.012,0.737,2.459,0.34,0.843,1.47,0.268
2008-04-08,0.83,12.258,1.689,0.525,4.793,0.735,2.619,0.34,0.843,1.362,0.268
2008-04-09,0.83,10.972,1.613,0.525,8.958,0.707,2.926,0.309,0.806,1.295,0.268
2008-04-10,0.83,9.952,1.412,0.525,5.083,0.704,2.925,0.309,0.805,1.259,0.268
2008-04-11,0.798,8.728,1.297,0.525,3.565,0.704,2.622,0.279,0.769,1.256,0.268
2008-04-12,0.747,7.675,1.24,0.525,1.822,0.704,2.458,0.279,0.761,1.259,0.268
2008-04-13,0.744,6.908,1.17,0.525,1.642,0.704,2.244,0.25,0.726,1.256,0.268
2008-04-14,0.707,6.089,1.17,0.525,1.642,0.704,2.043,0.25,0.662,1.292,0.268
2008-04-15,0.625,5.4,1.17,0.525,1.642,0.704,2.042,0.25,0.632,1.361,0.268
2008-04-16,0.523,4.974,1.178,0.512,1.642,0.704,1.852,0.25,0.604,1.379,0.268
2008-04-17,0.465,4.63,1.276,0.453,1.642,0.704,1.852,0.25,0.575,1.403,0.268
2008-04-18,0.505,4.315,1.294,0.357,1.642,0.704,1.852,0.25,0.575,1.379,0.268
2008-04-19,0.532,4.024,1.398,0.344,1.642,0.701,1.853,0.25,0.547,1.338,0.268
2008-04-20,0.52,3.716,1.409,0.344,1.642,0.674,2.043,0.25,0.546,1.301,0.268
2008-04-21,0.477,3.521,1.409,0.337,1.642,0.669,2.043,0.25,0.519,1.262,0.268
2008-04-22,0.462,3.487,1.409,0.308,1.642,0.625,2.043,0.25,0.492,1.256,0.268
2008-04-23,0.462,3.558,1.409,0.261,1.642,0.61,2.043,0.25,0.492,1.249,0.268
2008-04-24,0.462,3.492,1.409,0.254,1.642,0.61,2.042,0.25,0.492,1.223,0.268
2008-04-25,0.462,3.338,1.299,0.254,1.642,0.61,1.852,0.25,0.467,1.2,0.268
2008-04-26,0.462,3.077,1.363,0.254,1.642,0.61,1.852,0.25,0.467,1.245,0.268
2008-04-27,0.462,2.941,1.847,0.254,1.642,0.61,1.853,0.25,0.467,1.461,0.268
2008-04-28,0.462,2.848,2.281,0.254,1.642,0.61,2.099,0.25,0.467,2.406,0.268
2008-04-29,0.462,2.853,2.785,0.254,1.642,0.61,2.777,0.279,0.467,3.269,0.268
2008-04-30,0.452,2.791,2.497,0.254,1.642,0.616,3.48,0.314,0.442,4.362,0.268
2008-05-01,0.433,2.791,2.336,0.274,1.642,0.695,4.852,0.38,0.442,5.031,0.268
2008-05-02,0.397,2.848,3.043,0.506,1.642,0.704,6.322,0.626,0.442,5.037,0.268
2008-05-03,0.381,2.853,3.999,0.525,1.642,0.704,7.17,0.93,0.457,4.481,0.268
2008-05-04,0.38,2.728,4.636,0.525,1.685,0.699,8.272,1.005,0.493,3.606,0.268
2008-05-05,0.38,2.674,4.496,0.525,2.364,0.646,9.212,0.856,0.519,3.054,0.268
2008-05-06,0.382,2.944,3.94,0.525,2.498,0.64,9.014,0.705,0.519,2.722,0.268
2008-05-07,0.41,3.447,3.468,0.525,3.424,0.64,7.883,0.626,0.519,2.506,0.268
2008-05-08,0.412,3.806,2.903,0.525,3.469,0.64,6.963,0.587,0.519,2.328,0.268
2008-05-09,0.412,3.764,2.834,0.525,2.543,0.64,6.239,0.584,0.519,2.175,0.268
2008-05-10,0.412,3.565,2.661,0.525,2.44,0.638,5.501,0.544,0.519,2.047,0.268
2008-05-11,0.412,3.316,2.478,0.525,2.44,0.612,4.809,0.511,0.519,1.937,0.268
2008-05-12,0.412,3.059,2.303,0.525,2.44,0.61,4.473,0.475,0.519,1.841,0.268
2008-05-13,0.412,2.897,2.146,0.525,2.44,0.61,4.237,0.44,0.519,1.769,0.268
2008-05-14,0.412,2.728,2.121,0.525,2.44,0.61,3.99,0.44,0.519,1.719,0.268
2008-05-15,0.412,2.62,1.986,0.525,2.44,0.606,3.723,0.406,0.519,1.701,0.268
2008-05-16,0.402,2.562,1.918,0.525,2.397,0.557,3.443,0.406,0.519,1.701,0.268
2008-05-17,0.396,2.489,1.241,0.525,1.718,0.551,3.179,0.405,0.492,1.691,0.268
2008-05-18,0.386,2.287,1.17,0.525,1.642,0.551,3.177,0.372,0.492,1.665,0.268
2008-05-19,0.421,2.194,1.224,0.525,1.642,0.551,2.926,0.372,0.492,1.634,0.268
2008-05-20,0.454,2.095,1.901,0.525,1.611,0.551,2.926,0.372,0.467,1.627,0.268
2008-05-21,0.435,1.983,1.972,0.525,1.125,0.551,2.926,0.372,0.467,1.584,0.268
2008-05-22,0.429,1.874,1.972,0.525,1.071,0.551,2.925,0.372,0.467,1.568,0.268
2008-05-23,0.431,1.818,1.983,0.525,1.071,0.551,2.704,0.374,0.442,1.565,0.268
2008-05-24,0.46,1.995,2.117,0.525,1.071,0.551,2.926,0.405,0.442,1.68,0.268
2008-05-25,0.462,2.044,2.143,0.525,1.071,0.551,2.926,0.372,0.442,1.889,0.268
2008-05-26,0.462,1.888,2.296,0.525,1.382,0.551,2.926,0.372,0.442,2.368,0.268
2008-05-27,2.34,2.172,3.294,0.56,9.461,0.639,3.577,0.421,0.454,3.408,0.268
