,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Paso Baltasar,Paso de Coelho,Paso Manuel Diaz,Bequelo
2001-10-11,8.012,484.884,80.836,40.195,318.22,5.696,409.96,58.462,57.116,115.573,103.525
2001-10-12,6.78,429.233,65.774,18.586,298.335,4.868,337.773,63.727,52.365,104.056,72.397
2001-10-13,6.332,381.331,63.323,8.966,261.423,4.393,302.929,55.984,46.455,87.659,44.776
2001-10-14,5.53,351.491,,5.993,236.69,3.963,269.222,31.924,38.658,76.285,25.211
2001-10-15,4.886,324.061,,4.913,210.314,3.914,225.346,16.18,29.836,47.072,15.672
2001-10-16,9.206,295.902,,29.725,169.126,10.314,187.719,14.599,24.234,53.525,21.083
2001-10-17,70.366,281.593,71.438,119.018,185.818,,165.13,21.151,46.021,88.275,28.871
2001-10-18,177.689,298.127,65.411,101.528,211.856,49.278,177.856,50.807,102.543,107.204,18.318
2001-10-19,140.802,351.611,64.189,51.547,226.122,15.515,192.737,60.404,184.31,113.389,12.534
2001-10-20,94.114,379.749,63.628,36.549,272.283,10.945,227.142,60.653,328.748,109.989,8.725
2001-10-21,63.929,369.848,71.077,16.681,478.493,17.9,260.817,54.373,282.386,106.336,
2001-10-22,30.996,369.423,73.252,6.959,634.742,18.805,266.614,35.742,213.04,87.741,
2001-10-23,19.144,519.553,70.153,5.389,579.392,13.392,255.905,21.803,135.455,63.274,
2001-10-24,16.995,691.653,65.669,4.584,526.872,7.448,234.178,13.412,93.766,39.978,
2001-10-25,15.452,696.978,,3.557,474.495,4.728,202.887,8.659,71.236,27.274,
2001-10-26,12.655,637.844,,33.836,411.492,4.306,159.863,8.328,52.237,22.91,
2001-10-27,10.331,569.419,,141.279,369.452,8.17,129.904,22.177,45.009,38.885,294.847
2001-10-28,12.396,507.073,,152.088,324.633,14.746,182.134,56.374,47.2,90.261,806.672
2001-10-29,23.394,441.382,65.495,110.68,284.215,14.865,235.236,91.047,69.43,111.612,246.398
2001-10-30,28.814,383.586,63.158,62.413,244.504,,262.524,95.814,76.116,122.378,112.963
2001-10-31,33.432,351.317,,22.049,190.653,22.066,282.531,135.395,83.255,125.914,54.973
2001-11-01,34.554,309.576,,11.772,132.869,8.225,272.527,122.232,94.305,114.6,19.552
2001-11-02,27.581,255.385,,8.464,94.594,5.732,260.12,84.061,100.785,87.885,12.079
2001-11-03,19.871,200.414,,6.544,74.669,4.964,244.663,51.2,97.268,64.181,
2001-11-04,16.16,149.742,,5.726,65.088,4.729,222.299,21.405,81.177,41.788,
2001-11-05,12.107,109.803,,5.134,61.175,4.116,190.226,10.134,58.465,24.613,
2001-11-06,14.432,91.805,,4.613,59.557,3.679,145.494,7.316,40.159,17.981,
2001-11-07,72.274,132.277,,13.019,87.848,6.526,119.478,11.633,42.336,47.109,
2001-11-08,71.056,177.324,63.049,16.137,101.02,11.278,150.035,27.801,61.745,81.133,16.723
2001-11-09,48.206,200.822,,11.094,92.9,4.554,172.03,46.844,68.497,94.478,13.139
2001-11-10,218.085,250.481,79.861,18.507,102.24,7.844,192.838,58.611,94.671,110.755,
2001-11-11,335.027,357.546,129.306,66.421,190.223,,254.463,85.499,191.054,156.097,
2001-11-12,172.213,479.292,171.019,43.653,353.091,13.608,277.978,100.199,180.115,183.559,14.408
2001-11-13,84.985,507.737,182.688,19.211,356.299,7.563,299.324,118.955,256.226,272.733,
2001-11-14,54.387,466.3,208.135,9.982,395.345,5.563,327.274,114.9,239.24,256.723,
2001-11-15,38.929,451.217,221.115,6.932,366.464,4.857,369.262,90.871,181.095,208.171,
2001-11-16,23.741,446.413,195.176,5.428,392.139,4.221,405.333,51.513,137.057,163.482,
2001-11-17,12.129,410.588,155.641,5.134,381.017,3.824,,23.04,101.468,134.787,
2001-11-18,6.973,376.705,113.81,4.812,365.102,3.507,,10.386,70.063,96.579,
2001-11-19,4.456,357.737,87.456,4.613,338.408,3.46,391.019,6.679,41.218,54.524,
2001-11-20,3.295,344.164,52.347,4.308,321.707,3.297,332.518,4.523,24.553,27.06,
2001-11-21,3.238,333.758,34.214,4.308,290.235,2.831,283.879,3.624,16.355,18.42,
2001-11-22,3.112,324.05,,4.308,255.519,2.563,200.367,3.16,12.289,16.161,
2001-11-23,3.067,311.839,,4.308,193.135,5.054,99.66,2.967,9.816,14.096,
2001-11-24,27.386,326.569,,11.783,164.915,,79.409,4.415,13.148,17.548,
2001-11-25,19.693,315.932,,32.035,136.979,27.357,79.408,8.589,17.149,21.976,
2001-11-26,10.772,286.416,,27.462,112.393,16.73,73.864,15.392,19.622,25.757,
2001-11-27,7.984,249.166,,18.789,63.135,7.285,90.078,33.482,20.366,41.239,
2001-11-28,5.156,208.2,,9.542,46.725,4.073,120.618,36.914,22.181,43.916,
2001-11-29,3.595,160.458,,5.687,43.233,3.473,119.922,34.703,29.961,44.968,
2001-11-30,2.736,116.185,,4.851,40.883,3.209,107.559,28.993,34.81,40.493,
2001-12-01,3.005,91.01,,4.613,45.389,2.952,94.711,18.128,35.956,32.782,
2001-12-02,2.638,85.215,,4.308,56.597,2.809,85.54,11.407,32.512,24.425,
2001-12-03,2.867,82.119,,4.345,64.547,2.739,81.52,8.321,27.154,18.973,
2001-12-04,4.056,79.761,25.474,5.597,66.625,2.728,73.409,6.513,22.45,16.457,
2001-12-05,4.206,77.831,22.864,7.232,69.339,2.55,60.251,5.046,20.874,17.144,
2001-12-06,3.759,76.478,19.685,6.151,73.293,2.479,53.121,3.843,18.092,13.53,
2001-12-07,3.033,77.137,13.738,4.692,76.148,3.843,47.983,3.461,15.565,12.175,
2001-12-08,2.569,79.132,15.295,4.59,80.358,3.145,43.282,3.431,12.768,11.445,
2001-12-09,2.154,81.163,15.049,4.409,84.919,2.584,38.481,3.317,11.125,10.533,
2001-12-10,1.838,82.01,14.221,4.273,77.74,2.404,33.593,2.798,9.326,9.025,
2001-12-11,1.758,78.803,9.123,3.835,73.17,2.246,30.562,2.573,7.828,8.024,
2001-12-12,1.655,73.716,8.223,3.418,63.273,2.157,27.502,2.528,6.567,6.465,
2001-12-13,1.549,67.308,6.785,3.386,55.827,2.148,24.337,2.107,5.632,5.916,
2001-12-14,1.49,59.336,5.307,3.563,48.582,2.093,22.048,1.904,4.779,5.405,
2001-12-15,1.488,48.529,3.994,3.656,39.906,1.966,19.68,1.716,4.192,5.069,
2001-12-16,1.486,37.209,3.16,3.355,31.935,1.852,18.097,1.79,3.757,5.102,
2001-12-17,1.378,28.448,6.243,2.997,25.118,1.79,16.933,2.028,3.321,4.762,
2001-12-18,1.199,22.207,4.198,2.967,20.131,1.776,15.991,1.847,3.009,4.206,
2001-12-19,1.092,18.063,3.661,2.967,17.796,1.664,14.95,1.743,2.929,3.877,
2001-12-20,0.966,14.904,3.458,2.967,16.216,1.592,13.235,1.619,2.842,3.684,
2001-12-21,0.942,13.187,3.253,2.997,14.343,1.486,14.95,1.629,2.724,11.791,9.906
2001-12-22,0.94,12.383,3.192,3.532,12.217,1.475,26.216,2.571,2.993,33.471,7.272
2001-12-23,0.938,12.079,8.125,3.643,10.306,1.475,40.835,3.029,3.637,38.424,
2001-12-24,0.919,11.65,9.883,3.078,9.451,1.475,44.321,3.465,6.361,31.613,
2001-12-25,0.894,11.247,12.671,2.967,11.213,1.471,46.643,3.97,6.346,20.413,
2001-12-26,0.82,12.446,15.644,2.967,14.396,1.397,44.106,5.379,4.626,13.619,
2001-12-27,0.739,15.408,20.663,2.812,19.353,1.28,38.368,6.502,3.675,8.986,
2001-12-28,0.704,17.021,15.878,2.576,20.536,1.222,34.847,4.009,3.017,6.543,
2001-12-29,0.677,16.265,10.88,2.576,15.922,1.2,26.332,2.637,2.595,5.07,
2001-12-30,0.646,14.208,7.052,2.576,14.926,1.2,19.846,2.085,2.325,4.25,
2001-12-31,0.661,12.062,5.376,2.576,11.322,1.2,18.712,1.866,2.197,4.098,
2002-01-01,0.863,10.211,4.771,7.72,9.098,1.2,19.605,1.739,2.279,4.89,6.538
2002-01-02,0.892,9.114,5.092,7.722,7.761,1.2,19.538,1.698,3.02,4.969,11.009
2002-01-03,0.853,8.143,3.998,5.217,7.6,1.2,18.04,1.793,6.591,5.54,
2002-01-04,0.85,6.829,3.286,4.545,6.841,1.2,16.541,2.202,6.364,4.871,
2002-01-05,0.831,5.762,3.473,9.828,6.353,1.2,14.757,2.326,4.955,4.22,
2002-01-06,0.83,5.623,11.848,68.451,6.339,1.2,13.873,2.34,3.585,6.751,
2002-01-07,0.83,5.956,25.681,89.546,5.826,1.193,,2.571,2.921,16.8,
2002-01-08,0.83,6.716,18.79,58.694,6.822,1.108,29.369,2.954,2.814,16.641,
2002-01-09,0.808,7.326,10.949,9.877,7.989,1.099,33.613,4.884,2.984,12.478,
2002-01-10,0.777,7.223,5.62,4.898,8.582,1.099,29.072,6.823,2.966,8.743,
2002-01-11,0.736,7.639,4.043,3.85,10.755,1.071,23.888,4.353,2.705,5.784,
2002-01-12,0.668,9.684,3.854,2.997,11.829,1.051,21.245,3.057,2.335,4.13,
2002-01-13,0.646,10.979,3.017,2.967,12.977,1.047,19.654,2.278,2.067,3.326,
2002-01-14,0.686,11.873,3.758,2.967,13.092,1.008,18.17,1.922,2.045,3.133,
2002-01-15,0.755,13.382,2.943,2.967,10.448,1.003,15.574,1.889,2.401,3.105,
2002-01-16,0.766,13.303,2.822,2.812,9.916,0.977,14.647,1.716,2.602,3.14,
2002-01-17,0.758,12.787,2.532,2.576,8.866,0.957,11.795,1.712,2.836,3.162,
2002-01-18,0.745,11.12,2.632,2.576,8.281,0.957,9.393,1.885,2.768,2.791,
2002-01-19,0.745,10.846,2.017,2.576,8.05,0.957,9.304,1.865,2.331,2.463,
2002-01-20,0.745,11.767,1.972,2.576,8.797,0.957,9.304,1.722,1.978,2.254,
2002-01-21,0.778,12.152,2.006,2.576,9.753,0.957,9.244,1.695,1.786,2.299,
2002-01-22,0.848,12.381,2.395,2.576,9.4,0.957,8.056,1.636,1.771,2.428,
2002-01-23,0.851,11.857,2.051,2.576,8.763,0.957,8.543,1.478,1.837,2.494,
2002-01-24,0.843,10.894,2.454,2.576,7.847,0.957,8.521,3.153,2.098,3.392,
2002-01-25,0.83,12.046,3.343,2.762,8.179,0.957,,4.766,2.341,13.924,
2002-01-26,1.204,15.672,9.662,3.388,8.76,0.957,30.407,5.618,2.48,32.863,
2002-01-27,2.461,19.611,7.372,3.593,9.59,0.957,42.029,6.186,2.865,41.837,
2002-01-28,3.809,18.879,11.017,2.843,13.217,0.957,43.885,6.231,3.519,36.943,
2002-01-29,5.999,18.909,20.717,2.55,20.106,0.957,49.448,7.405,3.555,27.794,
2002-01-30,4.672,22.446,24.448,2.694,25.123,1.641,55.392,45.54,2.928,20.143,
2002-01-31,6.145,29.528,39.147,14.916,34.411,10.205,172.231,49.598,3.943,54.2,33.118
2002-02-01,34.029,45.071,46.461,24.614,60.337,6.364,262.751,39.839,14.1,57.383,80.945
2002-02-02,76.72,63.561,48.516,17.414,70.474,4.654,279.555,25.738,37.927,60.83,44.136
2002-02-03,63.806,72.236,41.195,9.541,80.222,3.515,273.336,17.271,74.546,48.822,24.852
2002-02-04,42.994,74.203,37.43,4.999,91.39,3.162,249.747,12.191,169.262,39.42,15.41
2002-02-05,23.828,77.445,40.346,3.751,103.364,2.11,212.319,8.702,200.268,27.915,
2002-02-06,13.852,84.849,40.049,3.104,109.369,1.539,158.854,4.899,166.57,15.205,
2002-02-07,7.713,95.866,30.844,2.605,133.468,1.464,113.483,3.275,101.589,9.223,
2002-02-08,4.313,109.181,22.722,2.576,151.517,1.213,80.393,2.848,63.445,8.235,
2002-02-09,2.543,124.813,13.521,3.011,168.455,1.012,60.461,2.319,42.226,9.391,
2002-02-10,1.91,140.389,8.827,4.064,174.71,1.003,39.815,2.014,29.689,9.984,
2002-02-11,1.703,152.972,6.928,5.491,174.129,1.003,33.085,1.9,19.226,9.327,
2002-02-12,1.348,160.416,6.769,5.683,155.397,1.0,29.745,1.866,13.199,9.145,
2002-02-13,1.327,156.615,6.769,5.097,121.287,0.962,29.648,1.859,9.986,10.208,
2002-02-14,1.303,137.915,6.627,4.058,89.886,0.957,29.721,1.821,8.167,8.373,
2002-02-15,1.257,108.307,4.816,3.597,62.852,0.957,28.305,1.78,8.721,6.589,
2002-02-16,1.203,76.846,4.046,2.609,46.992,0.957,25.573,1.739,9.421,5.774,
2002-02-17,1.201,53.549,4.563,2.24,42.565,0.957,23.277,1.701,9.203,9.37,
2002-02-18,1.201,42.815,3.921,2.214,40.482,0.957,21.501,1.684,8.816,12.765,
2002-02-19,1.247,39.879,3.017,2.214,39.483,0.957,22.773,1.5,7.473,10.479,
2002-02-20,1.231,39.813,3.832,2.182,38.156,0.957,25.086,1.357,6.18,6.949,
2002-02-21,1.201,39.006,4.016,1.834,35.594,0.957,23.723,1.963,4.505,5.007,
2002-02-22,1.172,36.293,5.219,2.149,31.409,0.957,21.624,2.372,4.466,4.147,
2002-02-23,1.142,31.676,6.754,2.07,25.774,0.957,19.094,2.249,4.768,3.914,
2002-02-24,1.128,26.413,8.399,2.182,20.097,0.978,17.734,,4.368,3.673,
2002-02-25,1.102,21.976,8.437,1.801,16.245,1.13,17.673,,3.887,3.283,
2002-02-26,1.03,18.952,6.928,1.769,13.841,0.979,17.496,,3.382,3.0,
2002-02-27,0.924,17.169,6.664,1.769,15.297,0.877,16.211,,2.951,2.598,
2002-02-28,0.875,16.238,4.851,1.769,16.893,1.062,14.849,,2.645,2.326,
2002-03-01,0.873,17.77,3.928,2.533,19.32,4.118,15.692,1.496,2.754,2.459,
2002-03-02,0.956,22.928,3.944,10.155,29.836,2.848,16.127,1.483,3.33,2.531,
2002-03-03,1.168,30.903,4.132,4.879,29.925,1.394,14.896,1.294,6.788,3.204,
2002-03-04,1.4,33.867,4.001,3.253,28.3,0.931,14.444,1.851,9.224,5.158,
2002-03-05,1.868,32.952,4.652,2.938,29.527,1.758,17.7,2.67,7.487,7.067,
2002-03-06,2.715,33.197,5.264,2.461,31.36,6.595,23.181,2.448,6.432,8.286,
2002-03-07,4.436,34.547,6.918,2.214,38.049,9.542,28.866,2.067,5.805,6.837,
2002-03-08,7.774,38.308,14.706,2.836,59.531,6.863,40.115,7.247,10.734,20.147,
2002-03-09,16.633,53.752,21.758,12.96,106.529,4.901,85.013,30.629,32.389,40.788,
2002-03-10,35.702,88.801,32.065,23.158,123.671,2.562,,45.44,45.777,36.46,
2002-03-11,36.378,111.429,32.387,59.758,119.645,1.425,,51.77,55.67,31.776,
2002-03-12,33.319,121.087,28.31,91.182,121.262,1.121,175.44,64.569,87.895,52.751,
2002-03-13,29.801,128.137,33.595,44.562,125.475,0.966,204.146,82.844,110.5,64.132,
2002-03-14,27.706,135.226,22.701,32.902,135.249,0.957,234.534,82.062,116.86,57.188,
2002-03-15,29.958,143.485,21.431,17.9,147.867,0.957,235.988,73.922,129.38,48.466,
2002-03-16,39.223,152.967,20.183,7.731,162.116,1.195,205.022,65.59,168.902,41.262,8.891
2002-03-17,61.115,171.785,27.13,5.437,171.679,,181.23,56.957,198.577,45.553,
2002-03-18,68.35,209.544,76.293,6.825,193.102,,188.852,42.092,193.608,66.264,
2002-03-19,72.441,248.204,90.324,7.858,212.201,32.653,220.939,28.538,150.312,72.578,
2002-03-20,60.059,291.922,108.613,5.367,219.175,31.04,262.618,33.361,197.055,97.734,22.002
2002-03-21,52.634,316.962,112.599,4.823,220.015,18.681,296.849,37.851,304.246,111.473,12.285
2002-03-22,50.687,331.468,97.603,5.306,216.335,10.33,314.865,40.994,344.784,129.257,8.084
2002-03-23,35.502,331.616,97.79,4.326,211.898,7.587,331.128,41.419,377.438,141.127,
2002-03-24,20.492,321.47,103.252,3.418,208.986,5.648,330.315,30.831,315.766,141.413,
2002-03-25,14.302,302.367,107.072,3.355,209.577,4.077,312.094,19.149,232.531,133.15,
2002-03-26,27.728,282.994,111.308,3.028,215.918,3.488,300.517,35.683,195.821,126.913,
2002-03-27,50.106,275.382,117.015,4.555,226.407,3.617,305.005,66.469,184.835,111.268,
2002-03-28,54.439,277.794,105.114,16.116,245.339,9.748,331.572,76.444,219.185,111.763,
2002-03-29,54.74,289.08,91.664,58.711,282.447,60.257,357.489,76.444,293.689,108.373,317.221
2002-03-30,75.035,308.757,90.486,161.531,285.789,,394.494,77.296,326.404,105.307,733.595
2002-03-31,99.13,330.089,89.935,168.009,290.821,,397.543,74.637,320.057,103.263,334.479
2002-04-01,85.979,345.073,86.654,112.82,296.441,20.218,364.911,65.374,296.075,101.815,67.748
2002-04-02,68.473,357.508,74.196,73.719,292.454,12.352,325.534,51.059,276.573,105.8,18.093
2002-04-03,51.068,362.434,51.424,22.342,271.806,9.106,303.385,33.861,226.151,102.841,11.299
2002-04-04,32.818,356.539,47.617,8.886,255.469,6.593,281.535,27.437,177.283,91.666,
2002-04-05,22.703,337.941,55.103,6.825,238.282,5.027,257.069,15.601,130.806,76.408,
2002-04-06,18.906,315.242,50.771,5.948,231.754,3.649,233.598,10.772,100.616,56.977,
2002-04-07,14.048,293.758,43.128,9.418,231.816,3.317,202.092,7.894,77.702,35.733,
2002-04-08,7.74,278.755,50.846,66.79,238.86,2.947,172.788,6.912,53.122,33.741,
2002-04-09,5.598,270.545,61.128,68.41,240.793,2.745,149.639,9.145,42.614,57.108,
2002-04-10,3.769,268.05,63.942,48.705,246.364,2.733,151.998,16.722,50.692,77.845,
2002-04-11,8.777,267.935,57.688,55.926,235.78,2.733,193.505,28.995,82.261,87.49,
2002-04-12,17.906,267.038,64.986,71.599,221.189,2.733,210.118,30.822,136.762,87.599,29.854
2002-04-13,17.579,261.765,71.241,47.618,218.029,2.728,217.936,30.256,147.524,85.77,29.03
2002-04-14,11.605,249.439,71.415,24.02,203.474,2.666,217.903,31.286,124.095,89.795,
2002-04-15,8.628,228.479,67.688,12.801,151.478,2.518,213.991,29.209,100.035,88.932,
2002-04-16,26.285,208.408,86.885,46.901,145.056,2.276,230.421,33.247,85.571,94.217,56.989
2002-04-17,185.393,245.731,126.01,122.167,167.888,,363.408,99.777,132.969,132.855,313.766
2002-04-18,270.82,304.139,136.105,91.619,193.833,29.477,381.523,139.359,544.548,135.624,580.533
2002-04-19,213.393,356.744,92.4,68.07,199.873,14.477,412.586,134.868,585.65,146.206,519.524
2002-04-20,210.061,392.403,67.463,59.892,208.838,,,154.57,377.044,161.715,292.772
2002-04-21,152.892,381.351,68.792,41.288,226.503,,,95.929,274.462,158.117,99.194
2002-04-22,85.321,368.41,84.48,29.837,281.489,36.82,367.412,79.902,219.21,145.405,18.728
2002-04-23,219.937,421.712,258.155,132.037,,,,102.45,281.588,174.238,19.341
2002-04-24,605.713,735.884,324.042,158.17,,,994.567,449.128,893.583,388.114,14.164
2002-04-25,834.229,1366.289,376.121,109.605,,,2426.883,2065.498,3028.813,811.477,
2002-04-26,650.256,1695.218,553.449,67.898,,,3008.871,709.027,1973.49,1009.221,16.476
2002-04-27,352.413,2434.909,671.983,38.4,,35.782,3243.471,,1126.298,682.848,33.601
2002-04-28,180.517,3155.244,,19.981,,12.965,,184.897,754.189,632.513,13.589
2002-04-29,117.168,2959.651,562.423,19.584,,8.719,2017.918,126.381,477.22,373.328,
2002-04-30,52.61,2282.429,544.761,20.99,,19.302,1629.032,83.658,332.157,259.091,38.579
2002-05-01,46.881,1634.36,436.592,12.64,,20.389,1315.487,164.648,258.157,199.161,33.845
2002-05-02,46.712,1146.013,363.24,10.523,,17.46,1119.768,345.433,227.01,153.67,20.565
2002-05-03,42.894,845.944,279.421,9.089,,15.874,960.609,296.965,203.015,126.369,15.651
2002-05-04,35.968,675.183,185.483,8.487,,14.008,795.388,199.049,170.749,91.988,
2002-05-05,32.863,595.706,107.761,8.121,,12.371,652.238,148.736,124.662,64.771,
2002-05-06,27.391,525.911,75.58,6.916,,10.331,515.897,107.594,88.085,45.218,
2002-05-07,16.66,464.708,54.619,6.495,,8.273,378.807,67.446,61.839,33.021,
2002-05-08,11.427,406.008,38.683,6.495,315.771,6.777,284.381,39.412,42.098,26.664,
2002-05-09,7.202,368.759,33.086,6.452,290.103,5.483,206.261,22.409,29.382,23.308,
2002-05-10,4.514,348.288,11.423,5.948,243.583,4.186,140.813,20.746,23.037,21.384,
2002-05-11,3.56,323.489,30.899,5.905,210.64,3.503,118.102,26.389,19.034,19.927,
2002-05-12,3.177,294.302,20.757,5.948,201.183,3.44,100.765,28.18,15.693,18.649,
2002-05-13,3.094,258.734,13.472,7.22,162.84,3.109,83.34,22.735,14.037,17.351,
2002-05-14,2.721,212.499,12.24,11.657,113.215,3.9,75.612,16.804,12.461,16.048,25.354
2002-05-15,2.937,166.191,35.306,17.406,86.221,20.149,80.884,12.474,11.785,20.888,147.489
2002-05-16,5.607,132.481,40.55,28.434,72.981,17.023,100.715,11.44,15.648,29.324,241.367
2002-05-17,12.276,114.178,40.69,28.023,71.4,12.025,123.886,14.009,29.956,37.645,222.967
2002-05-18,14.391,111.558,40.69,36.523,69.469,9.808,132.921,20.968,43.02,40.726,140.168
2002-05-19,16.111,117.002,44.621,63.772,67.515,7.606,139.473,27.671,47.834,47.025,73.6
2002-05-20,16.853,116.95,104.661,55.134,67.937,8.098,144.213,26.648,49.016,50.915,62.913
2002-05-21,16.244,109.41,36.855,43.38,73.595,7.609,148.733,25.4,47.717,54.628,51.414
2002-05-22,12.995,103.137,49.413,24.848,80.035,6.524,150.714,39.041,44.009,51.574,25.212
2002-05-23,9.867,101.295,49.448,10.316,85.437,10.63,151.723,56.323,39.491,45.439,14.233
2002-05-24,8.384,101.449,46.981,8.438,88.013,6.709,146.465,59.369,35.423,37.925,10.665
2002-05-25,7.082,100.659,46.41,7.762,88.183,4.471,136.262,64.236,30.53,29.52,
2002-05-26,5.424,98.586,40.883,7.142,86.822,3.841,120.013,67.713,24.123,23.071,
2002-05-27,3.779,95.135,34.405,9.241,83.06,3.471,102.287,52.496,19.084,19.686,
2002-05-28,34.762,105.836,38.547,62.413,78.324,3.121,,27.988,22.042,25.379,
2002-05-29,128.556,166.454,71.368,86.56,101.956,,197.882,15.56,49.749,70.048,
2002-05-30,104.063,237.684,77.259,59.958,147.022,18.513,265.096,11.689,138.107,88.328,
2002-05-31,85.459,307.146,71.771,33.679,165.58,13.101,257.758,18.819,242.564,98.913,
2002-06-01,84.385,329.961,62.599,16.542,174.655,9.195,257.817,77.495,326.69,105.077,
2002-06-02,99.082,333.522,84.264,12.185,190.836,7.797,,114.864,278.575,111.0,
2002-06-03,159.181,360.146,109.318,12.044,236.953,18.154,381.257,193.446,315.325,125.814,
2002-06-04,149.404,445.65,127.926,25.461,,15.46,371.577,185.221,502.199,119.416,
2002-06-05,132.252,500.417,130.35,43.666,,10.892,372.752,166.637,493.761,110.675,
2002-06-06,105.699,510.592,135.283,60.587,,9.491,381.01,149.091,400.009,103.121,
2002-06-07,83.481,774.441,137.549,50.157,,15.574,380.143,113.167,324.71,92.132,
2002-06-08,64.538,1074.629,133.971,15.37,,26.59,337.829,96.187,262.727,85.431,
2002-06-09,37.49,1020.073,121.919,10.181,,20.727,314.19,77.57,194.145,76.491,
2002-06-10,21.058,860.567,105.032,7.658,,16.719,294.199,67.543,138.118,66.464,
2002-06-11,14.39,717.735,97.424,7.113,,14.551,273.722,51.929,99.352,56.097,
2002-06-12,9.532,619.834,91.297,7.014,,13.424,246.85,31.029,78.757,44.246,
2002-06-13,7.669,549.055,65.255,6.836,,11.414,218.144,19.652,57.175,33.455,
2002-06-14,5.912,491.047,52.567,6.522,,9.925,183.564,14.9,40.102,25.828,
2002-06-15,4.287,434.41,43.621,6.495,343.044,10.008,149.615,12.574,30.579,21.439,
2002-06-16,3.492,384.849,37.435,6.495,305.216,10.636,116.01,13.323,21.124,18.958,
2002-06-17,10.697,365.125,51.675,6.495,265.747,8.869,109.135,14.709,20.927,26.775,
2002-06-18,82.208,365.077,73.316,6.495,258.289,8.249,193.583,19.295,50.344,55.109,
2002-06-19,83.266,362.788,84.789,6.477,252.565,7.934,209.74,19.898,92.236,66.917,
2002-06-20,87.331,362.366,65.987,6.247,216.751,7.874,223.054,15.385,230.727,76.352,
2002-06-21,66.849,356.65,74.646,5.931,196.858,7.586,247.901,11.831,258.973,79.944,
2002-06-22,40.678,333.611,91.003,5.88,186.826,6.999,256.241,9.701,185.873,79.553,
2002-06-23,22.802,299.392,96.348,5.59,183.984,5.932,244.677,8.299,130.553,77.279,
2002-06-24,15.195,264.381,91.993,5.565,183.314,5.124,225.544,7.112,95.486,67.849,
2002-06-25,11.778,236.464,78.559,5.565,183.219,4.346,210.809,6.233,67.712,49.787,
2002-06-26,8.021,217.26,70.694,5.565,181.844,3.927,198.196,6.287,40.763,32.594,
2002-06-27,5.514,205.232,39.651,5.565,176.867,3.65,171.987,7.68,27.362,24.018,
2002-06-28,3.282,198.024,33.014,5.565,169.586,3.46,135.557,10.477,20.608,20.274,
2002-06-29,2.403,190.08,,5.565,150.719,3.46,102.729,12.41,17.339,17.501,
2002-06-30,2.292,174.592,25.246,5.565,132.215,3.44,81.39,11.002,15.114,16.909,
2002-07-01,4.398,148.071,19.184,5.59,99.834,3.035,68.573,8.787,13.911,17.465,
2002-07-02,7.974,118.652,17.48,5.972,58.363,2.824,63.119,9.433,12.962,17.972,
2002-07-03,14.23,95.837,25.336,7.139,57.166,6.19,62.427,11.279,12.688,21.154,
2002-07-04,22.036,80.93,33.848,29.438,50.359,16.337,64.696,14.661,12.611,26.708,
2002-07-05,27.47,72.519,40.712,74.097,47.314,16.743,74.829,24.34,13.96,34.424,
2002-07-06,23.84,112.24,95.405,66.875,97.42,13.442,177.95,35.883,36.927,89.656,
2002-07-07,25.03,187.493,133.092,43.229,142.093,10.499,268.79,36.467,99.521,119.775,
2002-07-08,24.626,255.902,140.576,24.771,148.232,7.126,287.631,32.501,258.403,132.592,
2002-07-09,21.386,289.078,116.883,8.861,157.413,5.616,320.897,21.93,363.246,144.911,
2002-07-10,29.364,284.163,111.285,9.874,177.391,4.436,368.249,15.198,284.997,152.164,
2002-07-11,74.692,266.816,119.985,9.533,195.309,3.939,371.119,15.332,215.873,143.705,
2002-07-12,46.811,251.149,118.895,8.467,206.508,3.583,331.816,19.097,158.524,132.708,
2002-07-13,27.177,241.243,105.667,7.891,216.539,3.46,313.66,21.781,100.582,108.062,
2002-07-14,23.981,237.893,85.023,7.123,226.859,3.46,298.854,19.448,69.79,77.449,
2002-07-15,22.605,239.501,61.42,6.854,231.791,3.445,284.428,14.371,44.457,50.088,
2002-07-16,18.453,242.584,47.193,6.479,233.486,3.101,256.692,10.554,29.283,33.003,
2002-07-17,20.19,244.754,36.378,5.932,217.42,2.809,207.314,8.503,21.365,25.193,
2002-07-18,23.26,242.805,29.431,5.686,192.401,2.739,137.249,7.814,17.688,21.865,
2002-07-19,23.821,229.593,25.792,5.573,146.874,2.733,93.213,7.762,15.078,19.3,
2002-07-20,68.963,198.307,23.4,5.565,101.736,2.868,74.143,14.435,13.045,17.632,
2002-07-21,48.8,153.009,22.583,5.582,71.042,5.737,70.418,31.48,12.291,18.947,
2002-07-22,42.496,134.593,69.555,5.803,103.511,,143.371,45.682,19.47,55.449,
2002-07-23,40.905,209.093,91.749,5.61,184.477,,219.243,56.933,64.522,96.724,
2002-07-24,33.894,326.769,89.469,5.36,200.984,26.52,230.536,60.462,153.245,112.115,
2002-07-25,21.248,383.213,95.079,5.344,225.527,,273.903,44.973,458.708,130.185,
2002-07-26,13.604,400.741,185.665,5.344,302.371,20.006,323.955,21.562,415.253,134.559,
2002-07-27,10.531,416.143,148.329,5.329,332.098,13.255,324.481,12.163,330.489,130.327,
