basin_id,ensemble_nse,ensemble_mse,ensemble_rmse,ensemble_beta_kg,num_models
camels_05591550,0.2525770057760949,4.250772260167363,2.061740104903468,1.337023130615899,8
camels_05592050,0.21578950656885243,6.251995012727472,2.500398970709969,1.3780208836200205,8
camels_05592575,0.3426804048191262,9.2137686279828,3.035419020165552,1.368147438570369,8
camels_05593575,0.34969365625674975,10.882580613199947,3.2988756589480523,1.17296949321309,8
camels_05593900,0.31160516176193354,6.3292086645511665,2.5157918563647446,1.4231495654331818,8
camels_05595730,0.31536490605553813,17.240822521987237,4.152206945949014,1.2096971960443414,8
camels_06221400,0.9080256660559883,0.41174494973450904,0.6416735538687168,1.0325449913332163,8
camels_06224000,0.9202361856857293,0.41653904728419333,0.6453983632487716,0.9937473581454276,8
camels_06278300,0.8762795557893289,1.2623316176667014,1.1235353210588004,1.0258331294677103,8
camels_06280300,0.9248307979290107,0.2944809958931598,0.5426610322228415,0.9724254835740953,8
camels_06289000,0.8255241271088553,0.1320093852845583,0.36333095833490203,0.9937092749444053,8
camels_06291500,0.7857662943020203,0.11179103833383634,0.33435166865717353,1.1321559664600982,8
camels_06311000,0.8210387751018082,0.3258708292048093,0.5708509693473501,0.9271343271005213,8
camels_06332515,0.2780613786653858,0.0830861499655642,0.2882466824883926,0.8480007168421324,8
camels_06339100,0.28566601031195726,0.11739617367896993,0.3426312502953721,1.2829783628132971,8
camels_06344600,0.26416990954825903,0.07886729930137504,0.28083322328630395,1.1886620551049047,8
camels_06350000,0.39115659297919814,0.03830281382266164,0.19571104675684925,1.216628547865847,8
camels_06352000,0.48084693792768285,0.03774816838696418,0.19428887870118602,1.1362460680888007,8
camels_06404000,0.22190370788171587,0.34323007873220784,0.585858411847272,0.47078965294732483,8
camels_06406000,0.22411041354716732,0.07494065848639009,0.2737529150281145,0.5612096383165011,8
camels_06409000,-0.011735151148609901,0.01753865638102695,0.13243359234358534,0.933597296160022,8
camels_06431500,0.2587107861924436,0.04972164205080736,0.22298350174577347,1.1275156297001594,8
camels_06440200,0.142644142209703,0.3187401534783616,0.5645707692383317,0.530941556829653,8
camels_06447500,0.2446575684883372,0.014296768934337489,0.1195690969035791,0.7581271384010971,8
camels_06470800,0.28098538519895333,0.5271655827185382,0.7260616934658777,0.5876355387538379,8
camels_06477500,0.45054508977211305,0.08183764666140386,0.2860727995832597,0.903290110532256,8
camels_06479215,0.34565761351268376,0.5552252024127955,0.7451343519210448,0.7396830450987589,8
camels_06601000,0.06600885119028688,0.6552597010195444,0.8094811307371805,0.940353545007331,8
camels_06614800,0.8632907926519924,2.131826411722896,1.4600775362024088,0.9798102636582892,8
camels_06622700,0.8833276442934269,0.8149192012328288,0.9027287528559333,0.9720093373933663,8
camels_06623800,0.8748498700922618,0.8847023517785195,0.9405861745627135,1.0806733671118653,8
camels_06632400,0.9018459132088982,0.6389465739299116,0.7993413375585624,0.9777132554986507,8
camels_06746095,0.7949413084357974,9.431211997502658,3.071027840561309,0.9736041140385691,8
camels_06803510,0.21503609433700044,4.672369158769399,2.161566366959247,1.138939494177507,8
camels_06803530,0.12920109577058425,2.698290210027061,1.6426473176026135,1.3000289521381903,8
camels_06814000,0.3034540448993318,3.42668729880349,1.8511313564421867,1.2283467422600722,8
camels_06847900,0.01692774746054737,0.013464718787766915,0.11603757489609524,1.3670299413856746,8
camels_06853800,0.2557122487865413,0.2441814436329055,0.49414718822725834,0.9118969103681496,8
camels_06876700,0.21562228723855703,0.7457105914262485,0.8635453615336305,0.5615666718876635,8
